unit,time,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,kmeans_cluster,agglo_cluster,pca_1,pca_2,tsne_1,tsne_2,final_stage,y_true,y_pred,prob_stage4,confidence
20,100,0.0002,-0.0002,100.0,0.257611241217802,0.4055588177725582,0.3156006240249596,0.9375,0.2696360153256698,0.647058823529278,0.1666127466839242,0.3333333333333357,0.360000000000003,0.2847682119205288,0.6547619047621538,0.2141247969822401,0.5760502172863369,0.3636363636363668,0.6011904761904745,0.4673902959458225,4,2,-0.0919849733617999,-0.1655519525120091,4.7539244,-6.239217,4,4,2,0.3946780879311975,0.6052269973884541
20,102,-0.0019,-0.0004,100.0,0.4355971896955566,0.329418672930128,0.3029641185647413,0.9375,0.3002873563218386,0.6117647058822513,0.1660119240190383,0.3333333333333357,0.1657142857142872,0.3041263372389196,0.6488095238096321,0.2285325090375636,0.4297440849831027,0.1818181818181798,0.5059523809523796,0.602746080341408,4,1,-0.1338592274941568,-0.3477501195292537,-13.0130825,-30.450554,4,4,2,0.300585833111202,0.6993580435713299
20,103,0.0012,0.0001,100.0,0.2810304449648697,0.383636719514584,0.2258970358814345,0.9375,0.2945402298850581,0.6705882352939625,0.1709571567222738,0.3333333333333357,0.2971428571428589,0.2776362710137547,0.6547619047621538,0.2023890606171718,0.5516658619024639,0.1818181818181798,0.5892857142857082,0.5502365711104922,4,1,-0.1495288023368406,-0.3115703958616779,-15.798024,-33.35534,4,4,2,0.2653570243215403,0.7345738505864665
20,120,-0.0,0.0002,100.0,0.3911007025760966,0.1728322568017262,0.229953198127923,0.9375,0.2983716475095797,0.6705882352939625,0.152655174007485,0.3333333333333357,0.2742857142857176,0.317371370351502,0.6726190476190368,0.2123434798553987,0.5980202800579448,0.2727272727272734,0.5238095238095184,0.6151776602653314,4,2,-0.1515716553959116,-0.3027563113149902,4.206615,-25.3282,4,4,2,0.2516997116532091,0.748141712621571
20,123,0.0004,0.0002,100.0,0.3536299765808053,0.3940105695830915,0.3266770670826844,0.9375,0.2380268199233732,0.6705882352939625,0.1689698202153735,0.3333333333333357,0.2514285714285762,0.3127865511971457,0.6428571428573377,0.2167443809922957,0.4973442781265085,0.3636363636363668,0.4821428571428541,0.5302903794415066,4,2,-0.1022467960915471,-0.1838474831321676,14.0868225,-20.809801,4,4,2,0.4848144941731061,0.5149409947076665
20,138,0.0027,-0.0003,100.0,0.2927400468384178,0.2317478958700363,0.3907956318252701,0.9375,0.3261494252873547,0.6588235294116203,0.1782594629569658,0.3333333333333357,0.2971428571428589,0.2878247580234294,0.6488095238096321,0.2107193377691558,0.5321100917431174,0.3636363636363668,0.4821428571428541,0.5368772613414983,4,1,-0.1006989055505027,-0.2041733536550446,10.719812,-23.293793,4,4,2,0.31307583331369265,0.686838057254351
20,302,0.0006,0.0004,100.0,0.5362997658079678,0.6255627324329609,0.6762870514820598,0.875,0.6642720306513432,0.7882352941173849,0.3340111845449911,0.6666666666666714,0.5428571428571445,0.6474783494651035,0.7976190476190368,0.4038350709907234,0.2551907291163715,0.5454545454545467,0.8214285714285658,0.7799424807496074,0,0,0.9031135567704024,-0.2220593283353963,67.106514,5.442417,0,0,1,0.0,0.7466097917630654
20,306,-0.0006,-0.0001,100.0,0.5878220140515111,0.6701898610295558,0.6705148205928211,0.8125,0.6637931034482776,0.8588235294116657,0.3422378333410378,0.6666666666666714,0.600000000000005,0.6714212939378541,0.8511904761905953,0.3648556609210445,0.2962337035248659,0.5454545454545467,0.6190476190476168,0.735040356248259,0,0,0.9001992162022145,-0.0851768231682406,59.0447,6.6201053,0,0,1,0.0,0.5446690067180886
20,307,0.001,0.0003,100.0,0.5199063231849834,0.5693873556468994,0.5110764430577213,0.8125,0.6317049808429083,0.870588235294008,0.3594306049822009,0.6666666666666714,0.668571428571429,0.6714212939378541,0.8333333333332575,0.3721381044690091,0.3314823756639313,0.6363636363636402,0.773809523809522,0.7480285740792283,0,0,0.8971960649342257,-0.1685695738923255,58.445045,3.659635,0,0,1,0.0,0.5222432640030683
24,315,0.0012,0.0003,100.0,0.362997658079621,0.4313955764337436,0.3017160686427473,0.75,0.2581417624521087,0.6235294117645935,0.2065443453343789,0.3333333333333357,0.2571428571428598,0.2531839021905249,0.6488095238096321,0.2040655943836071,0.499034282955094,0.3636363636363668,0.5416666666666643,0.5410520456443102,2,1,-0.0991187176310886,-0.2323919954649648,-4.238815,-73.54131,2,2,4,0.5747935702219695,0.5747935702219695
24,328,0.0035,-0.0004,100.0,0.3161592505854855,0.3554511646114733,0.2218408736349459,0.8125,0.266762452107276,0.647058823529278,0.170310116929329,0.3333333333333357,0.3257142857142874,0.278655119714724,0.625,0.2340336354586867,0.4159826170931922,0.5454545454545467,0.452380952380949,0.4522682994711928,2,1,-0.079900408005068,-0.173650224261048,2.040577,-79.914314,2,2,4,0.6479847097752476,0.6479847097752476
24,335,-0.001,-0.0002,100.0,0.2997658079625296,0.3521237032687416,0.3076443057722287,0.8125,0.2964559386973171,0.6352941176469358,0.1915699958404602,0.3333333333333357,0.2742857142857176,0.2873153336729466,0.6666666666669698,0.2199926651647672,0.5340415258329294,0.2727272727272734,0.6130952380952372,0.4455886445866994,4,1,-0.1219481814135479,-0.2726545170689243,-19.424938,-47.0805,4,4,2,0.3859614657864772,0.6139742082223671
24,337,0.0005,0.0004,100.0,0.2482435597189578,0.3258954785672365,0.3834633385335415,0.8125,0.2662835249042139,0.7000000000000455,0.1753940010167767,0.3333333333333357,0.3257142857142874,0.2689760570555251,0.625,0.2102478126473528,0.529695799130856,0.3636363636363668,0.553571428571427,0.5066332683922461,4,2,-0.097962579143636,-0.2066416622762974,-3.6885402,-65.986626,4,4,2,0.4245393390861702,0.5751894703977757
24,340,0.0041,0.0003,100.0,0.3489461358313974,0.5331767469172064,0.204212168486741,0.75,0.2696360153256698,0.6529411764706765,0.1878264084669823,0.3333333333333357,0.3542857142857194,0.2542027508914906,0.636904761904816,0.2242363912610585,0.5321100917431174,0.3636363636363668,0.553571428571427,0.4974487429260605,2,1,-0.0788554734978641,-0.1892009874912587,-5.514674,-77.366554,2,2,4,0.6717617688421123,0.6717617688421123
24,342,-0.0007,0.0002,100.0,0.2927400468384178,0.3090624388334291,0.3343213728549123,0.75,0.266762452107276,0.6588235294116203,0.1728982761011224,0.3333333333333357,0.3314285714285745,0.235863474274069,0.6547619047621538,0.2167967726724953,0.5041042974408505,0.2727272727272734,0.6666666666666643,0.5159105668429369,2,1,-0.1091870646581127,-0.3004610267695436,-19.549126,-51.33599,2,2,4,0.6576817868036012,0.6576817868036012
24,348,-0.0,-0.0003,100.0,0.2997658079625296,0.4541006067723643,0.3382215288611547,0.75,0.233716475095786,0.6352941176469358,0.1926329897860128,0.3333333333333357,0.3771428571428608,0.2689760570555251,0.6190476190474783,0.2117147796929828,0.521970062771608,0.2727272727272734,0.6011904761904745,0.5444846460710622,2,1,-0.084545535129515,-0.227994711432711,-9.012238,-47.970467,2,2,4,0.5510215330209645,0.5510215330209645
24,350,-0.0039,0.0003,100.0,0.3466042154566935,0.3738500685065595,0.2817472698907934,0.75,0.2562260536398497,0.6588235294116203,0.184868512270647,0.3333333333333357,0.3142857142857167,0.2435048395313259,0.6726190476190368,0.2207261486875893,0.4490584258812156,0.3636363636363668,0.5476190476190474,0.4970776509880323,2,2,-0.0921353220243916,-0.2348326462566077,3.1792245,-67.55635,2,2,4,0.5687844469001414,0.5687844469001414
24,355,0.0024,0.0004,100.0,0.3372365339578209,0.3464474456840882,0.3087363494539765,0.75,0.3122605363984654,0.694117647058647,0.1839903868373653,0.3333333333333357,0.1885714285714321,0.2837493632195631,0.636904761904816,0.2201498402053729,0.5982617093191678,0.2727272727272734,0.6071428571428541,0.513127377307729,4,1,-0.1343193906346547,-0.3065501611185702,-21.206984,-53.16018,4,4,2,0.40845142739984264,0.5914856874946638
24,356,-0.0004,0.0004,100.0,0.2693208430913216,0.4482286161675475,0.3917316692667718,0.75,0.2811302681992345,0.6647058823530188,0.166936266580393,0.3333333333333357,0.2457142857142855,0.2944472745797206,0.6428571428573377,0.2250746581442868,0.5212457749879285,0.2727272727272734,0.5357142857142847,0.4663697931162431,4,2,-0.1108893052220287,-0.2332688240753987,-14.562079,-47.042713,4,4,2,0.24811927545502943,0.7518410043364699
24,457,0.0052,-0.0002,100.0,0.4590163934425959,0.5049911920140921,0.6878315132605302,0.75,0.6724137931034484,0.8294117647058101,0.3661320885520212,0.6666666666666714,0.5828571428571472,0.6653082017320457,0.8154761904763745,0.4090742390108417,0.4084983099951706,0.5454545454545467,0.8630952380952337,0.7115687911680126,3,0,0.8684627276676928,-0.2161050992594992,63.641647,3.8896842,1,1,0,0.0,0.5333333333333333
24,465,0.0003,-0.0003,100.0,0.5292740046838276,0.5995302407516157,0.7015600624024927,0.75,0.6585249042145591,0.8117647058822968,0.3785182788741466,0.6666666666666714,0.480000000000004,0.6877228731533371,0.8154761904763745,0.4073977052443993,0.2858522452921264,0.5454545454545467,0.702380952380949,0.6992299842285945,3,0,0.8640484681789742,-0.193145697182251,53.208424,0.041206717,1,1,0,0.0,0.6
31,17,-0.0025,0.0003,100.0,0.456674473067892,0.4284595811313387,0.4173166926677041,1.0,0.1819923371647505,0.7117647058823877,0.0940980727457585,0.3333333333333357,0.4285714285714306,0.1976566479877739,0.7083333333332575,0.106145544087596,0.6533075808788027,0.4545454545454532,0.4464285714285694,0.4881714444753697,4,4,-0.1185674742993012,0.1123436659281751,-14.150557,37.78996,4,4,3,0.3057273960075398,0.6921529243281367
31,20,-0.0015,0.0002,100.0,0.3700234192037328,0.4887453513407713,0.4808112324492981,1.0,0.1867816091954033,0.72352941176473,0.0797245459167115,0.3333333333333357,0.4514285714285719,0.1915435557819655,0.7440476190474783,0.0915282653114601,0.7216320618058916,0.2727272727272734,0.4940476190476168,0.4298172372205222,4,4,-0.1612720403685728,0.1061568102739376,-42.734097,35.055897,4,4,3,0.21226276689362145,0.7876249950617394
31,21,-0.0016,-0.0005,100.0,0.3255269320843013,0.401644157369347,0.4642745709828375,1.0,0.1676245210727955,0.72352941176473,0.1272357535702752,0.3333333333333357,0.4400000000000013,0.2007131940906781,0.7440476190474783,0.1223869649499604,0.7122163206180581,0.3636363636363668,0.5178571428571388,0.3753594953149672,4,4,-0.1631877395774021,0.1024916026896924,-35.09156,31.700214,4,4,3,0.42222733653336836,0.569869942859052
31,24,-0.0008,-0.0003,100.0,0.2786885245901374,0.3855940497161896,0.4904836193447721,1.0,0.1590038314176212,0.694117647058647,0.120719138512733,0.3333333333333357,0.4342857142857177,0.1711665817626091,0.7202380952380736,0.129302666736514,0.6690004828585252,0.3636363636363668,0.3749999999999964,0.3923369514797308,4,4,-0.2154527099329855,0.1251299733474667,-38.78776,31.95848,4,4,3,0.26515264824077084,0.7348473517592289
31,35,-0.0044,0.0004,100.0,0.2084309133489341,0.3399882560187919,0.4560062402496072,1.0,0.1676245210727955,0.6882352941177032,0.0957156722281311,0.3333333333333357,0.4457142857142884,0.1864493122771229,0.6666666666669698,0.1149997380415968,0.7148720424915531,0.3636363636363668,0.2738095238095219,0.3135726876333606,4,4,-0.3018217210358362,0.1510624836915556,-39.188038,32.01917,4,4,3,0.44387328685657235,0.5561006265035473
31,57,0.0004,0.0005,100.0,0.2622950819672098,0.454492072812684,0.5421216848673929,1.0,0.1642720306513396,0.6882352941177032,0.1453528677728002,0.3333333333333357,0.4457142857142884,0.1884870096790649,0.6845238095238528,0.1045737936815598,0.6714147754707867,0.3636363636363668,0.4642857142857117,0.3765655441135571,4,4,-0.1700543307654831,0.1282614172475893,-36.384445,32.67516,4,4,3,0.277702936339566,0.7219110659197986
49,11,-0.0025,-0.0003,100.0,0.2060889929742302,0.4253278528087705,0.2975039001560091,0.9375,0.2763409961685816,0.6411764705881069,0.199057170587416,0.3333333333333357,0.3542857142857194,0.267447784004073,0.6488095238096321,0.2034368942211983,0.5888459681313378,0.3636363636363668,0.5357142857142847,0.5242601354485572,4,2,-0.1097665822741791,-0.1719085853654006,4.882617,-6.2699585,4,4,2,0.47746271554842384,0.52231354431124
49,12,-0.0063,0.0002,100.0,0.2177985948477783,0.3765903307888045,0.3195007800312019,0.9375,0.3113026819923377,0.6411764705881069,0.1569071497897098,0.3333333333333357,0.3657142857142865,0.294956698930207,0.6666666666669698,0.1981977262010801,0.6409946885562512,0.2727272727272734,0.553571428571427,0.5642452917710372,4,1,-0.1141407446484623,-0.2126029686653566,-10.213033,-22.816124,4,4,2,0.42520140231815756,0.5747741001636638
49,21,0.0022,0.0002,100.0,0.2435597189695499,0.5147778430221166,0.2689547581903255,0.9375,0.2734674329501949,0.6529411764706765,0.1771964690114131,0.3333333333333357,0.302857142857146,0.2699949057564978,0.6488095238096321,0.190967674333315,0.5441815548044424,0.2727272727272734,0.5476190476190474,0.58270711568791,4,2,-0.1087231035955271,-0.2369565790101179,-8.196082,-33.908226,4,4,2,0.4166024430310988,0.5833894490367967
49,28,-0.0021,-0.0001,100.0,0.213114754098342,0.2838128792327268,0.2714508580343207,0.875,0.2840038314176212,0.647058823529278,0.1891667051809378,0.3333333333333357,0.2742857142857176,0.2720326031584328,0.6607142857144481,0.2184733064389377,0.4915499758570725,0.4545454545454532,0.5238095238095184,0.4406716764078311,4,1,-0.1319100828365089,-0.2318370215282654,-10.469702,-60.04058,4,4,2,0.407820397234574,0.5921036542531044
49,30,-0.0013,0.0,100.0,0.3606557377049171,0.3251125464865936,0.2193447737909508,0.9375,0.2921455938697335,0.6588235294116203,0.1759486065535824,0.3333333333333357,0.2228571428571442,0.2649006622516552,0.6428571428573377,0.2373343113113577,0.4741670690487716,0.1818181818181798,0.5833333333333286,0.5939326468132471,4,1,-0.1508295552885774,-0.3718880550192929,-14.29385,-30.819983,4,4,2,0.34523452586323466,0.6547473623820642
49,31,-0.0011,-0.0002,100.0,0.2740046838407295,0.4938344098649452,0.3624024960998433,0.9375,0.2753831417624539,0.6529411764706765,0.1962379257752928,0.3333333333333357,0.2114285714285735,0.2470708099847165,0.6488095238096321,0.2062136532718597,0.6368903911154042,0.3636363636363668,0.7261904761904745,0.678077743761019,2,2,-0.0518117821675454,-0.2613342594668023,23.532934,-20.449287,2,2,4,0.552554029099718,0.552554029099718
49,38,0.0002,-0.0005,100.0,0.3747072599531691,0.2119788608338275,0.281435257410294,0.9375,0.2614942528735646,0.6588235294116203,0.1784905485973098,0.3333333333333357,0.3771428571428608,0.2959755476311798,0.6845238095238528,0.1775554042018043,0.472718493481409,0.1818181818181798,0.5892857142857082,0.5048705816866139,4,1,-0.1323753838091566,-0.2859725800011361,7.02404,-34.020145,4,4,2,0.3817933206054271,0.6181311038366999
49,42,-0.0017,0.0001,100.0,0.2740046838407295,0.353689567430024,0.4015600624024955,0.9375,0.3242337164750957,0.6647058823530188,0.1768267319868712,0.3333333333333357,0.3257142857142874,0.3010697911360118,0.6428571428573377,0.2123434798553987,0.5659101883148274,0.2727272727272734,0.5238095238095184,0.4848316170331195,4,2,-0.0961141090275103,-0.1817386160828545,-1.9051737,-33.057446,4,4,2,0.16200416921353786,0.8379261022740079
49,45,-0.0002,0.0005,100.0,0.2927400468384178,0.2331180270111588,0.2656786271450855,0.9375,0.2950191570881202,0.6588235294116203,0.1661043582751773,0.3333333333333357,0.3828571428571443,0.2959755476311798,0.6488095238096321,0.1888720071252621,0.536455818445198,0.2727272727272734,0.5595238095238066,0.5703683087484954,4,2,-0.1194347199312386,-0.2769063504880332,4.116742,-27.113049,4,4,2,0.27945556894331863,0.7204455739646604
49,50,-0.0015,-0.0001,100.0,0.2599531615925059,0.4235662556273247,0.3051482059282335,0.9375,0.2931034482758612,0.6352941176469358,0.1690622544715054,0.3333333333333357,0.2857142857142882,0.2623535404992339,0.6785714285715585,0.1996123015665034,0.5386286817962365,0.2727272727272734,0.6011904761904745,0.5193431672696924,4,2,-0.1156301151067804,-0.250681951792836,-6.03511,-28.006927,4,4,2,0.48714727091026966,0.5128527290897303
49,52,-0.0009,0.0001,100.0,0.1943793911006821,0.3274613427285189,0.3861154446177828,0.9375,0.277777777777775,0.6823529411763047,0.1968849655682376,0.3333333333333357,0.2514285714285762,0.2903718797758543,0.625,0.2320427516110399,0.521487204249155,0.2727272727272734,0.5952380952380949,0.5211986269598299,4,2,-0.1204515039469409,-0.2819573812773244,-4.9519405,-24.980896,4,4,2,0.14641223418785695,0.8534576838226312
49,53,0.0021,0.0002,100.0,0.3372365339578209,0.4527304756312418,0.1879875195007798,0.875,0.2782567049808406,0.6117647058822513,0.170587419697739,0.3333333333333357,0.2800000000000011,0.2898624554253715,0.6607142857144481,0.203227327500393,0.5738773539352984,0.2727272727272734,0.5952380952380949,0.5754708228963707,4,2,-0.1248198326742637,-0.2884489118730805,-18.367928,-28.663239,4,4,2,0.4485801922438668,0.5514116998240285
49,60,0.0003,-0.0003,100.0,0.2716627634660256,0.3853983166960262,0.2842433697347886,0.9375,0.2959770114942515,0.6411764705881069,0.1924943384018078,0.3333333333333357,0.3142857142857167,0.3214467651553754,0.6547619047621538,0.2487556975952145,0.5432158377595364,0.2727272727272734,0.5416666666666643,0.4768531403655274,4,2,-0.1078979576956629,-0.2299414848528431,-9.411457,-28.736973,4,4,2,0.17284497197703555,0.8270585111459821
49,61,-0.0024,-0.0002,100.0,0.2014051522248223,0.5312194167156008,0.3461778471138856,0.9375,0.2816091954023001,0.6529411764706765,0.1725285390765805,0.3333333333333357,0.3085714285714296,0.3031074885379539,0.6190476190474783,0.2063184366322588,0.5470787059391604,0.2727272727272734,0.5476190476190474,0.4792652379627036,4,2,-0.103112660578194,-0.1913957635121993,-10.576818,-42.70319,4,4,2,0.3866494955048424,0.613330309930237
49,62,-0.0002,-0.0001,100.0,0.2646370023419138,0.2826384811117641,0.4179407176287029,0.875,0.2638888888888893,0.6588235294116203,0.185145815039057,0.3333333333333357,0.3200000000000038,0.2531839021905249,0.6309523809522943,0.2045371195054173,0.5738773539352984,0.4545454545454532,0.577380952380949,0.5564523610724557,2,2,-0.082435469812135,-0.1695368077792036,-10.081472,-62.29881,2,2,4,0.6340647658578294,0.6340647658578294
49,69,-0.0054,0.0003,100.0,0.2037470725995263,0.2881190056762577,0.2730109204368176,0.9375,0.3079501915708782,0.6647058823530188,0.2067292138466427,0.3333333333333357,0.2742857142857176,0.2934284258787549,0.6428571428573377,0.2218263739718153,0.5931916948334113,0.4545454545454532,0.5178571428571388,0.4724000371091925,4,2,-0.1289073392004183,-0.2024357342480434,12.4162855,-9.454855,4,4,2,0.37985939769551136,0.6201128483673115
