unit,time,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,kmeans_cluster,agglo_cluster,pca_1,pca_2,tsne_1,tsne_2,final_stage,y_true,y_pred,prob_stage4,confidence,prob_Stage4
24,343,0.0019,-0.0003,100.0,0.2857142857142776,0.3973380309258161,0.2422776911076418,0.75,0.301724137931032,0.6647058823530188,0.1825576558672637,0.3333333333333357,0.1714285714285743,0.2429954151808431,0.636904761904816,0.2369151778697471,0.4616127474649936,0.4545454545454532,0.4761904761904745,0.5403098617682538,4,1,-0.118148850563817,-0.2821643057009275,-17.168262,-78.392876,4,4,2,0.5580384049195611,0.646414,0.34437487
24,346,-0.0034,0.0001,100.0,0.2716627634660256,0.2883147386964175,0.281435257410294,0.75,0.2643678160919549,0.6705882352939625,0.2222119517493155,0.3333333333333357,0.3142857142857167,0.2893530310748886,0.636904761904816,0.2076806203174896,0.4577498792853696,0.3636363636363668,0.4999999999999964,0.5161888857964563,2,1,-0.1090711280183414,-0.27468423510965,-14.5207405,-65.95446,2,2,4,0.34445275101868394,0.59146637,0.59146637
24,350,-0.0039,0.0003,100.0,0.3466042154566935,0.3738500685065595,0.2817472698907934,0.75,0.2562260536398497,0.6588235294116203,0.184868512270647,0.3333333333333357,0.3142857142857167,0.2435048395313259,0.6726190476190368,0.2207261486875893,0.4490584258812156,0.3636363636363668,0.5476190476190474,0.4970776509880323,2,2,-0.0921353220243916,-0.2348326462566077,3.1792245,-67.55635,2,2,4,0.5748058925988773,0.5838079,0.5838079
24,464,-0.0004,0.0004,100.0,0.4473067915690762,0.607946760618514,0.6227769110764427,0.75,0.6384099616858272,0.823529411764639,0.3617414613855843,0.6666666666666714,0.5028571428571453,0.6688741721854292,0.8154761904763745,0.3894797506155996,0.2783679381941084,0.6363636363636402,0.8273809523809526,0.7638927544299108,0,0,0.8920307468564346,-0.2621921732834006,55.63601,4.027491,0,0,1,0.0,0.6091359,0.000932204
24,465,0.0003,-0.0003,100.0,0.5292740046838276,0.5995302407516157,0.7015600624024927,0.75,0.6585249042145591,0.8117647058822968,0.3785182788741466,0.6666666666666714,0.480000000000004,0.6877228731533371,0.8154761904763745,0.4073977052443993,0.2858522452921264,0.5454545454545467,0.702380952380949,0.6992299842285945,3,0,0.8640484681789742,-0.193145697182251,53.208424,0.041206717,1,1,0,0.0,0.80384415,0.00074936583
31,1,0.0005,-0.0004,100.0,0.4637002341920322,0.5323938148365635,0.3390015600623997,1.0,0.1647509578544053,0.7294117647056737,0.0837454360586065,0.3333333333333357,0.360000000000003,0.2073357106469693,0.7261904761905953,0.1031068266359227,0.7124577498792846,0.4545454545454532,0.4047619047619015,0.4559792188514713,4,2,-0.1617940075707971,0.1349667073166205,-18.027718,33.678047,4,4,3,0.5831118294117023,0.5455452,0.44675398
31,19,-0.0032,-0.0003,100.0,0.4496487119437802,0.5165394402035624,0.3914196567862724,1.0,0.1982758620689644,0.694117647058647,0.1088875537274134,0.3333333333333357,0.4857142857142875,0.1946001018848697,0.6785714285715585,0.1083983863362476,0.7008691453404161,0.3636363636363668,0.5476190476190474,0.429446145282494,4,4,-0.1162501534677813,0.1098910855926861,-30.56308,33.6205,4,4,3,0.5354197324205873,0.6211125,0.37616912
31,20,-0.0015,0.0002,100.0,0.3700234192037328,0.4887453513407713,0.4808112324492981,1.0,0.1867816091954033,0.72352941176473,0.0797245459167115,0.3333333333333357,0.4514285714285719,0.1915435557819655,0.7440476190474783,0.0915282653114601,0.7216320618058916,0.2727272727272734,0.4940476190476168,0.4298172372205222,4,4,-0.1612720403685728,0.1061568102739376,-42.734097,35.055897,4,4,3,0.20177620817707317,0.5869205,0.4094862
31,37,0.0005,-0.0001,100.0,0.3138173302107532,0.3200234879624233,0.4418096723868956,1.0,0.1724137931034484,0.741176470588016,0.1148495632481356,0.3333333333333357,0.4342857142857177,0.169638308711157,0.6785714285715585,0.1145806045999862,0.6132303235152108,0.6363636363636402,0.4642857142857117,0.4018925688839445,1,4,-0.1226864443683013,0.1324905498329198,15.844216,36.16915,3,3,4,0.35669832986979105,0.746397,0.746397
31,57,0.0004,0.0005,100.0,0.2622950819672098,0.454492072812684,0.5421216848673929,1.0,0.1642720306513396,0.6882352941177032,0.1453528677728002,0.3333333333333357,0.4457142857142884,0.1884870096790649,0.6845238095238528,0.1045737936815598,0.6714147754707867,0.3636363636363668,0.4642857142857117,0.3765655441135571,4,4,-0.1700543307654831,0.1282614172475893,-36.384445,32.67516,4,4,3,0.28397395286613203,0.5721816,0.42642245
49,30,-0.0013,0.0,100.0,0.3606557377049171,0.3251125464865936,0.2193447737909508,0.9375,0.2921455938697335,0.6588235294116203,0.1759486065535824,0.3333333333333357,0.2228571428571442,0.2649006622516552,0.6428571428573377,0.2373343113113577,0.4741670690487716,0.1818181818181798,0.5833333333333286,0.5939326468132471,4,1,-0.1508295552885774,-0.3718880550192929,-14.29385,-30.819983,4,4,2,0.33843737446862776,0.9373529,0.059650704
49,38,0.0002,-0.0005,100.0,0.3747072599531691,0.2119788608338275,0.281435257410294,0.9375,0.2614942528735646,0.6588235294116203,0.1784905485973098,0.3333333333333357,0.3771428571428608,0.2959755476311798,0.6845238095238528,0.1775554042018043,0.472718493481409,0.1818181818181798,0.5892857142857082,0.5048705816866139,4,1,-0.1323753838091566,-0.2859725800011361,7.02404,-34.020145,4,4,2,0.36074155934340496,0.8220464,0.17522754
49,42,-0.0017,0.0001,100.0,0.2740046838407295,0.353689567430024,0.4015600624024955,0.9375,0.3242337164750957,0.6647058823530188,0.1768267319868712,0.3333333333333357,0.3257142857142874,0.3010697911360118,0.6428571428573377,0.2123434798553987,0.5659101883148274,0.2727272727272734,0.5238095238095184,0.4848316170331195,4,2,-0.0961141090275103,-0.1817386160828545,-1.9051737,-33.057446,4,4,2,0.16742440764354682,0.5650821,0.43377092
49,50,-0.0015,-0.0001,100.0,0.2599531615925059,0.4235662556273247,0.3051482059282335,0.9375,0.2931034482758612,0.6352941176469358,0.1690622544715054,0.3333333333333357,0.2857142857142882,0.2623535404992339,0.6785714285715585,0.1996123015665034,0.5386286817962365,0.2727272727272734,0.6011904761904745,0.5193431672696924,4,2,-0.1156301151067804,-0.250681951792836,-6.03511,-28.006927,4,4,2,0.47755268016142993,0.55559754,0.44236454
49,52,-0.0009,0.0001,100.0,0.1943793911006821,0.3274613427285189,0.3861154446177828,0.9375,0.277777777777775,0.6823529411763047,0.1968849655682376,0.3333333333333357,0.2514285714285762,0.2903718797758543,0.625,0.2320427516110399,0.521487204249155,0.2727272727272734,0.5952380952380949,0.5211986269598299,4,2,-0.1204515039469409,-0.2819573812773244,-4.9519405,-24.980896,4,4,2,0.15154599326688173,0.59694356,0.40161538
49,53,0.0021,0.0002,100.0,0.3372365339578209,0.4527304756312418,0.1879875195007798,0.875,0.2782567049808406,0.6117647058822513,0.170587419697739,0.3333333333333357,0.2800000000000011,0.2898624554253715,0.6607142857144481,0.203227327500393,0.5738773539352984,0.2727272727272734,0.5952380952380949,0.5754708228963707,4,2,-0.1248198326742637,-0.2884489118730805,-18.367928,-28.663239,4,4,2,0.43086420644482776,0.8535108,0.1438608
49,60,0.0003,-0.0003,100.0,0.2716627634660256,0.3853983166960262,0.2842433697347886,0.9375,0.2959770114942515,0.6411764705881069,0.1924943384018078,0.3333333333333357,0.3142857142857167,0.3214467651553754,0.6547619047621538,0.2487556975952145,0.5432158377595364,0.2727272727272734,0.5416666666666643,0.4768531403655274,4,2,-0.1078979576956629,-0.2299414848528431,-9.411457,-28.736973,4,4,2,0.17288652915676303,0.7607507,0.2373068
49,62,-0.0002,-0.0001,100.0,0.2646370023419138,0.2826384811117641,0.4179407176287029,0.875,0.2638888888888893,0.6588235294116203,0.185145815039057,0.3333333333333357,0.3200000000000038,0.2531839021905249,0.6309523809522943,0.2045371195054173,0.5738773539352984,0.4545454545454532,0.577380952380949,0.5564523610724557,2,2,-0.082435469812135,-0.1695368077792036,-10.081472,-62.29881,2,2,4,0.647811966938257,0.6513958,0.6513958
49,81,-0.0015,0.0003,100.0,0.2622950819672098,0.2887062047367408,0.3021840873634964,0.875,0.2811302681992345,0.6588235294116203,0.2020150667837512,0.3333333333333357,0.3657142857142865,0.2939378502292378,0.636904761904816,0.1995075182061043,0.5313858039594415,0.1818181818181798,0.6011904761904745,0.5458762408386661,4,1,-0.1278009091095637,-0.3099199249800599,-19.21591,-37.14225,4,4,2,0.27931618758371335,0.5873789,0.40876362
49,108,-0.004,-0.0003,100.0,0.2810304449648697,0.3454687805832854,0.3148205928237111,0.875,0.2863984674329529,0.6529411764706765,0.1711882423626178,0.3333333333333357,0.3200000000000038,0.3010697911360118,0.6488095238096321,0.2246555247026762,0.5651859005311444,0.3636363636363668,0.5416666666666643,0.5118285555246302,4,2,-0.0981075108613023,-0.2057231927892692,0.035790715,-60.160976,4,4,2,0.1674092501151508,0.9092061,0.09012303
49,227,0.0012,-0.0003,100.0,0.5831381733021033,0.5231943628890185,0.6433697347893883,0.9375,0.6216475095785441,0.8588235294116657,0.3424227018533017,0.6666666666666714,0.7085714285714317,0.671930718288337,0.8095238095238528,0.3541677581600027,0.3169966199903413,0.6363636363636402,0.7857142857142847,0.737823545783467,0,0,0.923958611385657,-0.0840851733641863,64.406105,9.441586,0,0,1,0.0,0.74513054,0.0009506521
49,230,-0.0032,0.0004,100.0,0.3067915690866414,0.4096692111959292,0.5304212168486728,0.9375,0.6503831417624539,0.8411764705881524,0.3428386560059167,0.6666666666666714,0.4742857142857168,0.7035150280183409,0.875,0.4032587625085071,0.3331723804925168,0.6363636363636402,0.7083333333333321,0.7075795528342148,3,0,0.7772348872722556,-0.2829115464207976,67.62307,-4.1158633,1,1,0,0.0,0.7038442,0.0011404026
54,7,0.0037,0.0003,100.0,0.3442622950819611,0.5153650420826033,0.450546021840875,1.0,0.2030651340996172,0.72352941176473,0.1341683227804253,0.3333333333333357,0.4228571428571435,0.1757514009169654,0.6904761904763745,0.1637763923088968,0.5968131337518088,0.3636363636363668,0.3690476190476168,0.3818536042304465,4,4,-0.1479371598528975,0.1280644656684494,-37.261246,30.75729,4,4,3,0.4983866901795246,0.54102504,0.45697325
54,17,-0.0021,-0.0001,100.0,0.3466042154566935,0.3707183401839913,0.4347893915756629,1.0,0.1920498084291182,0.7117647058823877,0.1593104404492322,0.3333333333333357,0.4457142857142884,0.1895058583800306,0.7083333333332575,0.1439199455126498,0.7088363109608871,0.4545454545454532,0.5714285714285694,0.313201595695336,4,4,-0.1419366389224279,0.1165510894433016,-11.099935,37.597065,4,4,3,0.33989416827628294,0.5345725,0.45800346
54,56,-0.0013,-0.0003,100.0,0.3606557377049171,0.4648659228811915,0.4624024960998447,1.0,0.1973180076628367,0.7117647058823877,0.1582474465036725,0.3333333333333357,0.4628571428571462,0.2083545593479385,0.6964285714286689,0.1710588358568614,0.6885562530178646,0.3636363636363668,0.4345238095238066,0.4323221078022072,4,4,-0.1218236775551937,0.1276268711745576,-35.58507,29.623814,4,4,3,0.227757088125868,0.67860997,0.31887642
54,61,0.0019,-0.0001,100.0,0.3489461358313974,0.3601487570953239,0.4159126365054604,1.0,0.1848659003831443,0.7058823529409892,0.1506216203725046,0.3333333333333357,0.4971428571428617,0.1915435557819655,0.7261904761905953,0.1667103264001639,0.6035731530661508,0.4545454545454532,0.3869047619047592,0.3682159755079333,1,2,-0.1361242040635391,0.1395909446000046,-3.748372,24.251192,3,3,4,0.29934643218814316,0.56025547,0.56025547
54,64,0.0018,0.0002,100.0,0.4098360655737849,0.3855940497161896,0.3998439937597489,1.0,0.1863026819923376,0.741176470588016,0.1370337847206144,0.3333333333333357,0.3542857142857194,0.2078451349974521,0.7023809523811906,0.1372662021271011,0.7477064220183465,0.5454545454545467,0.4345238095238066,0.4745338157528529,4,4,-0.1401200582839759,0.1260576045220981,16.301723,37.770428,4,4,3,0.5643718371872,0.54616576,0.445291
60,117,0.0018,-0.0002,100.0,0.2903981264637139,0.4261107848894099,0.2542901716068613,0.875,0.2964559386973171,0.6352941176469358,0.2130609603919211,0.3333333333333357,0.2857142857142882,0.2771268466632719,0.6547619047621538,0.2226646408550294,0.485272815065187,0.1818181818181798,0.553571428571427,0.5229613136654621,4,1,-0.1288235436031737,-0.3072756927921231,-14.605482,-33.36541,4,4,2,0.16969114782005104,0.5549023,0.44298702
60,176,-0.0023,0.0005,100.0,0.4192037470726006,0.5089058524173034,0.636661466458655,0.875,0.6767241379310356,0.8411764705881524,0.3561491888894039,0.6666666666666714,0.6285714285714299,0.6714212939378541,0.8154761904763745,0.3726620212710188,0.3044422984065704,0.5454545454545467,0.755952380952376,0.7788292049355228,3,0,0.8770925653168655,-0.2250931827286368,65.8908,5.709104,1,1,0,0.0,0.98125666,0.00020299344
62,151,0.0,-0.0004,100.0,0.3606557377049171,0.4098649442160891,0.4068642745709852,0.875,0.2638888888888893,0.6352941176469358,0.210103064195593,0.3333333333333357,0.2114285714285735,0.2516556291390728,0.6607142857144481,0.2142295803426392,0.510622887493966,0.3636363636363668,0.5297619047619051,0.5716671305315906,2,1,-0.0847610333820676,-0.1942777814956998,-1.6821028,-68.97939,2,2,4,0.6218162547371187,0.6108187,0.6108187
62,154,-0.0,-0.0005,100.0,0.4238875878220085,0.4049716187120786,0.2221528861154453,0.8125,0.2543103448275836,0.694117647058647,0.1570458011739077,0.3333333333333357,0.3314285714285745,0.2241467142129387,0.625,0.2034892859013979,0.536455818445198,0.3636363636363668,0.6130952380952372,0.6121161517766041,2,2,-0.0826882042649244,-0.23682585935129,3.0558283,-69.98755,2,2,4,0.8358820345692348,0.8264092,0.8264092
62,224,0.0001,0.0003,100.0,0.4379391100702605,0.5382658054413767,0.6421216848673943,0.875,0.6834291187739474,0.8176470588234679,0.3439478670795353,0.6666666666666714,0.5485714285714316,0.703005603667858,0.8214285714286689,0.3751244302404757,0.2602607436021209,0.5454545454545467,0.7440476190476168,0.7708507282679271,3,0,0.8804844805867735,-0.2598775226393772,65.97268,5.614211,1,1,0,0.0,0.98105675,0.00038144572
65,74,-0.0018,-0.0004,100.0,0.3512880562061014,0.4484243491877109,0.4085803432137282,0.9375,0.2322796934865927,0.647058823529278,0.1804778851042243,0.3333333333333357,0.2685714285714304,0.252674477840042,0.6309523809522943,0.1849950227903747,0.5927088363109618,0.3636363636363668,0.5714285714285694,0.5706466277020148,4,2,-0.0981334800786992,-0.1356755000103733,8.975506,-11.500734,4,4,2,0.9140404021891874,0.5525227,0.44630012
67,14,0.0017,0.0005,100.0,0.3559718969555092,0.4163241338813854,0.4684867394695757,1.0,0.2068965517241352,0.676470588235361,0.1726671904607855,0.3333333333333357,0.3714285714285772,0.2180336220071304,0.6845238095238528,0.2018127521349555,0.7134234669241941,0.5454545454545467,0.452380952380949,0.3929863623712784,1,2,-0.1131202038334127,0.1478040873958707,18.711893,33.5098,3,3,4,0.48759042322820373,0.53418595,0.53418595
67,18,-0.0001,0.0002,100.0,0.4426229508196684,0.5143863769817969,0.4141965678627137,1.0,0.1930076628352495,0.7000000000000455,0.1930027268105547,0.3333333333333357,0.4457142857142884,0.1635252165053486,0.7023809523811906,0.2204117986063778,0.6566875905359737,0.2727272727272734,0.4226190476190474,0.38305965302904,4,2,-0.1515949259287674,0.1305357866006374,-44.185158,17.716282,4,4,3,0.27936722699587085,0.5474916,0.45165327
67,33,0.003,-0.0003,100.0,0.4894613583138039,0.371109806224311,0.3751950078003112,1.0,0.2188697318007619,0.6705882352939625,0.1983639136663981,0.3333333333333357,0.4342857142857177,0.202750891492613,0.6785714285715585,0.2133389217792185,0.7199420569773061,0.4545454545454532,0.4583333333333286,0.3517951572502085,1,4,-0.1361156467478286,0.1489054824113314,-10.521286,27.78305,3,3,4,0.5183440087031225,0.66669106,0.66669106
67,47,0.0033,-0.0003,100.0,0.334894613583117,0.4619299275787867,0.4349453978159125,1.0,0.2380268199233732,0.6705882352939625,0.2241992882562229,0.3333333333333357,0.4057142857142857,0.1752419765664825,0.6904761904763745,0.185571331272591,0.7013520038628691,0.4545454545454532,0.4464285714285694,0.3514240653121838,1,4,-0.1343920271147054,0.1412692638173324,-4.381232,29.04339,3,3,4,0.4840278011031404,0.7244819,0.7244819
67,55,0.0037,0.0002,100.0,0.3676814988290289,0.636523781561948,0.3744149765990627,1.0,0.2169540229885065,0.7000000000000455,0.1825114387391906,0.3333333333333357,0.4742857142857168,0.1747325522159997,0.6726190476190368,0.2039084193430085,0.6306132303235152,0.4545454545454532,0.5357142857142847,0.5127562853697007,2,4,-0.0234149705370978,0.0949345880187962,7.8442006,30.895075,2,2,4,0.4534566664957251,0.58830595,0.58830595
67,83,-0.0042,0.0003,100.0,0.4777517564402842,0.3920532393814824,0.4934477379095163,1.0,0.1704980842911858,0.7117647058823877,0.2093173730184432,0.3333333333333357,0.3714285714285772,0.2154865002547126,0.6666666666669698,0.1940587834651808,0.7049734427812666,0.3636363636363668,0.3809523809523796,0.3951201410149387,1,2,-0.1644158649925919,0.1582515799670649,-32.6183,23.518295,3,3,4,0.5655290772665401,0.5827528,0.5827528
67,111,0.0004,0.0001,100.0,0.4519906323184841,0.4715208455666513,0.3901716068642713,1.0,0.1867816091954033,0.6882352941177032,0.2133844802883899,0.3333333333333357,0.3714285714285772,0.176770249617931,0.6904761904763745,0.2075758369570906,0.6149203283437963,0.4545454545454532,0.4166666666666607,0.34307449670656,1,2,-0.1375438710076533,0.1415311041491094,7.91686,26.132189,3,3,4,0.6201967048299624,0.7808906,0.7808906
70,19,0.0028,0.0004,100.0,0.1779859484777546,0.4157369348209059,0.4327613104524168,1.0,0.2452107279693507,0.6823529411763047,0.1728982761011224,0.3333333333333357,0.2914285714285753,0.2180336220071304,0.625,0.2282181589563521,0.5770159343312429,0.5454545454545467,0.553571428571427,0.558864458669639,2,2,-0.0708221393721051,-0.0913749606927983,18.526258,6.9632716,2,2,4,0.7473642308701237,0.74903286,0.74903286
70,86,-0.0016,0.0004,100.0,0.4496487119437802,0.4178899980426713,0.4806552262090449,1.0,0.2432950191570917,0.6823529411763047,0.1897675278458237,0.3333333333333357,0.302857142857146,0.219561895058586,0.6607142857144481,0.2155393723476635,0.6289232254949297,0.4545454545454532,0.3154761904761898,0.3563410334910486,1,2,-0.1428606328089385,0.1442209231085032,13.86298,22.561243,3,3,4,0.723599671464153,0.900243,0.900243
70,104,-0.0012,-0.0004,100.0,0.3067915690866414,0.6183206106870252,0.5179407176287043,1.0,0.1776819923371668,0.7058823529409892,0.1857004205758627,0.3333333333333357,0.4228571428571435,0.2134488028527776,0.6785714285715585,0.2047466862262226,0.5806373732496404,0.4545454545454532,0.4464285714285694,0.4493923369514796,1,4,-0.0387191077805979,0.1412377474609119,4.4906564,37.316143,3,3,4,0.2675819962033061,0.6674762,0.6674762
74,4,0.0013,0.0002,100.0,0.3934426229508005,0.5271090232922298,0.4759750390015576,1.0,0.200670498084289,0.694117647058647,0.205989739797566,0.3333333333333357,0.3714285714285772,0.2052980132450308,0.6964285714286689,0.2370199612301533,0.6199903428295528,0.4545454545454532,0.4583333333333286,0.3587531310882283,1,4,-0.0796216684617543,0.1448019609143551,13.657247,25.283888,3,3,4,0.3255360758557188,0.5419229,0.5419229
74,12,-0.0011,0.0004,100.0,0.4449648711943723,0.4525347426110819,0.5435257410296401,1.0,0.2145593869731819,0.7000000000000455,0.2255395849701926,0.3333333333333357,0.3771428571428608,0.2328069281711684,0.6607142857144481,0.2351338607429127,0.497102848865282,0.4545454545454532,0.4345238095238066,0.5165599777344845,2,2,0.0015725387631113,0.0718777323156235,12.520617,19.843903,2,2,4,0.6185012416553862,0.89457023,0.89457023
74,25,0.0002,-0.0,100.0,0.498829039812648,0.5155607751027631,0.4778471138845539,1.0,0.172892720306514,0.6411764705881069,0.1927716411702178,0.3333333333333357,0.3542857142857194,0.1996943453897124,0.6964285714286689,0.258029024990833,0.5910188314823763,0.4545454545454532,0.428571428571427,0.4309305130346033,1,4,-0.0781062184325189,0.1439917662105829,-6.610155,33.955322,3,3,4,0.5316051506192419,0.59496987,0.59496987
74,44,0.0007,-0.0003,100.0,0.4332552693208527,0.5316108827559205,0.4443057722308872,1.0,0.1652298850574673,0.6647058823530188,0.2471692009058514,0.3333333333333357,0.3200000000000038,0.2221090168110038,0.6666666666669698,0.2611201341226987,0.6784162240463552,0.3636363636363668,0.303571428571427,0.3437239075981075,1,2,-0.180377098447479,0.1765223974427424,-28.792454,24.252274,3,3,4,0.7194860686741518,0.7054715,0.7054715
74,48,0.0003,-0.0004,100.0,0.4426229508196684,0.4423566255627342,0.3861154446177828,1.0,0.1791187739463602,0.676470588235361,0.2374173868835782,0.3333333333333357,0.4857142857142875,0.1920529801324484,0.6726190476190368,0.2462932886257576,0.6752776436504107,0.4545454545454532,0.5476190476190474,0.4832544762965014,4,2,-0.0577700950337045,0.1023968168200625,8.915976,19.831367,4,4,3,0.40583804522468997,0.63364285,0.35911202
74,50,0.0019,-0.0003,100.0,0.4824355971896921,0.4950088079859078,0.4121684867394677,1.0,0.183908045977013,0.6588235294116203,0.1838055183250873,0.3333333333333357,0.4285714285714306,0.2221090168110038,0.6785714285715585,0.2269607586315274,0.6093674553355868,0.3636363636363668,0.3571428571428576,0.4219315335374354,1,2,-0.1191940110328586,0.1361927108969362,-28.614674,22.154833,3,3,4,0.6759518541525115,0.74143535,0.74143535
79,67,-0.0011,0.0001,100.0,0.4168618266978967,0.4129966725386609,0.2867394695787837,1.0,0.1623563218390806,0.6705882352939625,0.2290058695752677,0.3333333333333357,0.5542857142857152,0.1844116148751915,0.6488095238096321,0.229580342641583,0.6084017382906843,0.5454545454545467,0.3988095238095219,0.5515353928935873,4,4,-0.0699360596550826,0.1162889734175638,12.693393,33.091682,4,4,3,0.3771818321397283,0.9554688,0.042094443
79,83,-0.0017,0.0001,100.0,0.5175644028102795,0.5770209434331584,0.4374414976599041,1.0,0.2030651340996172,0.676470588235361,0.2480473263391402,0.3333333333333357,0.3314285714285745,0.2058074375955136,0.6666666666669698,0.2378582281133745,0.6559633027522977,0.3636363636363668,0.4583333333333286,0.3603302718248464,1,4,-0.1036324209804149,0.1420285618519352,-25.518787,22.841599,3,3,4,0.726684364761376,0.62407243,0.62407243
79,94,-0.0057,0.0001,100.0,0.3114754098360492,0.4233705226071649,0.3923556942277706,1.0,0.1930076628352495,0.7058823529409892,0.2068216481027818,0.3333333333333357,0.4400000000000013,0.2109016811003563,0.6726190476190368,0.2272227170325322,0.6199903428295528,0.5454545454545467,0.3809523809523796,0.4360330271824857,4,4,-0.0946910145502049,0.1234648869950679,17.134085,32.81881,4,4,3,0.4554757350350284,0.6953304,0.30228496
