unit,time,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
1,11,0.0026,-0.0002,100.0,0.33723653395782094,0.3538853004501874,0.23120124804992415,1.0,0.22461685823754607,0.6529411764706765,0.23228728566806467,0.3333333333333357,0.3771428571428608,0.22720326031584293,0.6547619047621538,0.234976685702307,0.6450989859971052,0.36363636363636687,0.4761904761904745,0.5010668893218302
1,12,-0.0036,-0.0004,100.0,0.24355971896954998,0.3707183401839913,0.3226209048361923,0.9375,0.22701149425287426,0.6705882352939625,0.26473170957156356,0.3333333333333357,0.3257142857142874,0.2221090168110038,0.625,0.25860533347304226,0.48937711250603755,0.36363636363636687,0.5476190476190474,0.4577419055571035
1,13,-0.0011,0.0001,100.0,0.2529274004683657,0.4967704051673536,0.2884555382215268,1.0,0.23515325670497944,0.6352941176469358,0.224384156768501,0.3333333333333357,0.2571428571428598,0.21854304635761324,0.6488095238096321,0.27348457065017584,0.5451472718493484,0.2727272727272734,0.5178571428571388,0.5146117450598382
1,14,0.0009,0.0001,100.0,0.42622950819671246,0.44999021334899325,0.3719188767550712,1.0,0.2662835249042139,0.6588235294116203,0.2281277441419789,0.3333333333333357,0.33714285714286163,0.2429954151808431,0.6190476190474783,0.25383769057473415,0.6552390149686147,0.18181818181817988,0.5119047619047592,0.4762965024584851
1,15,-0.005,0.0004,100.0,0.3512880562061014,0.32295948326482815,0.30327613104524076,1.0,0.2083333333333357,0.6176470588234224,0.23991311179922548,0.3333333333333357,0.3428571428571452,0.2521650534895592,0.636904761904816,0.26693561062503335,0.5900531144374703,0.18181818181817988,0.5059523809523796,0.5408664996752961
1,16,0.0024,0.0003,100.0,0.19672131147538607,0.4505774124094728,0.2875195007800322,0.9375,0.20162835249042388,0.6588235294116203,0.24569025280768386,0.3333333333333357,0.2571428571428598,0.2297503820682607,0.625,0.25053701472205603,0.6359246740704982,0.2727272727272734,0.47023809523809135,0.46302996567399646
1,17,-0.0019,0.0001,100.0,0.24824355971895784,0.5249559600704607,0.2811232449297947,1.0,0.26101532567049546,0.647058823529278,0.19762443961732146,0.3333333333333357,0.17714285714285793,0.21446765155374337,0.5952380952380736,0.288049457746105,0.5306615161757584,0.45454545454545325,0.5178571428571388,0.4631227386585053
1,18,-0.0036,0.0002,100.0,0.36299765807962103,0.28694460755529505,0.39282371294851615,1.0,0.22030651340996243,0.6294117647057647,0.2675509543836938,0.3333333333333357,0.29142857142857537,0.2256749872643944,0.6428571428573377,0.2698695447162933,0.6378561081603102,0.36363636363636687,0.5654761904761862,0.6236200018554605
1,19,-0.001,-0.0,100.0,0.3419203747072572,0.386376981796829,0.33993759750389785,1.0,0.2385057471264389,0.6352941176469358,0.2608032536858147,0.3333333333333357,0.26857142857143046,0.21752419765664754,0.625,0.28799706606590547,0.522452921294061,0.2727272727272734,0.49999999999999645,0.4967065590500077
1,20,-0.0028,0.0004,100.0,0.3325526932084131,0.30045018594637085,0.2890795631825256,1.0,0.23371647509578608,0.6294117647057647,0.24633729260063575,0.3333333333333357,0.26857142857143046,0.267447784004073,0.6547619047621538,0.24393566301670688,0.6492032834379557,0.2727272727272734,0.41666666666666075,0.5730587252991945
1,21,0.0001,-0.0002,100.0,0.41686182669789673,0.506557056175378,0.32683307332293055,1.0,0.2102490421455947,0.6411764705881069,0.2619586818875064,0.3333333333333357,0.3257142857142874,0.254712175241977,0.6428571428573377,0.25488552417875354,0.6414775470787077,0.2727272727272734,0.4464285714285694,0.5902217274329722
1,22,0.0011,0.0004,100.0,0.30210772833723354,0.42885104717165845,0.31216848673946984,1.0,0.2346743295019138,0.6352941176469358,0.26685769746267596,0.3333333333333357,0.360000000000003,0.25012735608761716,0.6547619047621538,0.2756850212186279,0.6207146306132287,0.36363636363636687,0.5059523809523796,0.4459597365247241
1,23,-0.0057,-0.0001,100.0,0.28337236533957366,0.4253278528087705,0.26443057722308794,1.0,0.2274904214559399,0.6411764705881069,0.2332578453574925,0.3333333333333357,0.2742857142857176,0.20631686194600363,0.6547619047621538,0.2818148478021669,0.5753259295026574,0.2727272727272734,0.5297619047619051,0.5334446609147427
1,24,0.0057,0.0002,100.0,0.27634660421543344,0.4077118809943272,0.27691107644305646,1.0,0.22892720306513326,0.6235294117645935,0.2520219993529622,0.3333333333333357,0.4114285714285728,0.245542536933268,0.6488095238096321,0.2889925079897324,0.6274746499275707,0.2727272727272734,0.5357142857142847,0.5494016142499305
1,25,-0.0009,-0.0004,100.0,0.25526932084306964,0.44079076140144835,0.4611544461778436,1.0,0.2011494252873547,0.6411764705881069,0.26861394832925356,0.3333333333333357,0.3542857142857194,0.21956189505858603,0.6607142857144481,0.28721119086289093,0.5767745050700164,0.2727272727272734,0.40476190476190155,0.47462658873736174
1,26,0.0009,-0.0001,100.0,0.35831381733021317,0.41025641025641235,0.33868954758190384,0.9375,0.24808429118773745,0.6352941176469358,0.21902296991265047,0.3333333333333357,0.33714285714286163,0.21854304635761324,0.6488095238096321,0.26442080997536976,0.5731530661516189,0.36363636363636687,0.452380952380949,0.4596901382317462
1,27,0.0005,-0.0001,100.0,0.2997658079625296,0.3615188882364464,0.36037441497660083,1.0,0.21886973180076197,0.6352941176469358,0.21828349586355955,0.3333333333333357,0.36571428571428655,0.21956189505858603,0.6547619047621538,0.2571907581076118,0.6202317720907793,0.18181818181817988,0.5297619047619051,0.46729752296131366
1,28,-0.0006,0.0004,100.0,0.5081967213114638,0.27598355842630795,0.36162246489859484,1.0,0.24185823754789126,0.6411764705881069,0.17483939547996385,0.3333333333333357,0.2742857142857176,0.22516556291391154,0.6607142857144481,0.25902446691465286,0.6470304200869172,0.2727272727272734,0.5059523809523796,0.5510715279710539
1,29,-0.0012,-0.0001,100.0,0.28103044496486973,0.4541006067723643,0.2494539781591243,1.0,0.21503831417624752,0.6294117647057647,0.2320099828996618,0.3333333333333357,0.30285714285714604,0.20580743759551368,0.6428571428573377,0.2843296484518234,0.5886045388701113,0.45454545454545325,0.5178571428571388,0.5391965859541727
1,30,-0.0016,-0.0004,100.0,0.3957845433255045,0.44411822274417645,0.3059282371294856,0.9375,0.2476053639846718,0.6647058823530188,0.23543005037667086,0.3333333333333357,0.3714285714285772,0.2384105960264904,0.6190476190474783,0.2612773091633045,0.7122163206180581,0.36363636363636687,0.5654761904761862,0.49884033769366454
1,31,-0.0004,0.0001,100.0,0.3466042154566935,0.4272851830103761,0.3184087363494541,1.0,0.19636015325670542,0.6176470588234224,0.21181309793409042,0.3333333333333357,0.3142857142857167,0.23331635252165128,0.6428571428573377,0.2675119191072426,0.5318686624818945,0.18181818181817988,0.6130952380952372,0.5173021616105409
1,32,0.0018,-0.0005,100.0,0.2974238875878257,0.4580152671755755,0.23993759750389998,1.0,0.27155172413792883,0.6647058823530188,0.22262790590192338,0.3333333333333357,0.2742857142857176,0.2521650534895592,0.6130952380954113,0.2718604285639401,0.6257846450989852,0.2727272727272734,0.5059523809523796,0.4550514890064008
1,33,0.0026,-0.0003,100.0,0.3864168618266888,0.2982971227246054,0.35694227769110753,1.0,0.2198275862068968,0.647058823529278,0.19346489809122858,0.3333333333333357,0.3314285714285745,0.21293937850229483,0.636904761904816,0.2882590244669103,0.6187831965234167,0.36363636363636687,0.5892857142857082,0.49531496428240374
1,34,-0.0024,-0.0002,100.0,0.3208430913348934,0.4329614405950295,0.4110764430577234,1.0,0.2236590038314148,0.6235294117645935,0.23131672597865105,0.3333333333333357,0.4457142857142884,0.21701477330616115,0.6488095238096321,0.24582176350395457,0.6409946885562512,0.2727272727272734,0.5059523809523796,0.5622970590963909
1,35,-0.0055,0.0003,100.0,0.2248243559718901,0.5175181053043652,0.30062402496099594,1.0,0.19827586206896441,0.6647058823530188,0.23898876923787782,0.3333333333333357,0.4914285714285711,0.22007131940906888,0.6488095238096321,0.2582385917116312,0.6530661516175762,0.36363636363636687,0.43452380952380665,0.3866777994248096
1,36,0.0012,-0.0004,100.0,0.37704918032787305,0.3437071834018397,0.29375975039001645,1.0,0.2509578544061313,0.6588235294116203,0.2279890927577739,0.3333333333333357,0.360000000000003,0.22669383596536008,0.6547619047621538,0.24482632158012763,0.6224046354418142,0.45454545454545325,0.44047619047618625,0.6096112811949155
1,37,-0.004,-0.0001,100.0,0.2857142857142776,0.4832648267762778,0.3107644305772226,1.0,0.24952107279693791,0.6176470588234224,0.25682858067199277,0.3333333333333357,0.36571428571428655,0.2450331125827816,0.6488095238096321,0.2719652119243463,0.4205697730564957,0.45454545454545325,0.5119047619047592,0.539289358938678
1,38,0.004,-0.0004,100.0,0.3864168618266888,0.47778430221178425,0.38237129485179366,1.0,0.2595785440613021,0.6529411764706765,0.24860193187595314,0.3333333333333357,0.34857142857142875,0.24707080998471653,0.625,0.256928799706607,0.5202800579430225,0.36363636363636687,0.3928571428571388,0.5126635123851955
1,39,0.0065,-0.0,100.0,0.17798594847775462,0.28361714621256695,0.36536661466458753,1.0,0.2250957854406117,0.6588235294116203,0.2612654249664885,0.3333333333333357,0.28571428571428825,0.22873153336729501,0.6309523809522943,0.29187405040079284,0.5895702559150138,0.36363636363636687,0.44047619047618625,0.44688746636979104
1,40,0.0007,-0.0002,100.0,0.32318501170959735,0.383636719514584,0.2839313572542892,1.0,0.2346743295019138,0.6235294117645935,0.23935850626241972,0.3333333333333357,0.3142857142857167,0.23942944472745964,0.6488095238096321,0.26525907685859096,0.5758087880251104,0.5454545454545467,0.4583333333333286,0.4969848780035271
1,41,-0.0014,-0.0002,100.0,0.26229508196720985,0.35701702877275565,0.36911076443057667,0.9375,0.23946360153256663,0.6294117647057647,0.252253084993292,0.3333333333333357,0.360000000000003,0.2384105960264904,0.6190476190474783,0.27055063655890876,0.48189280540801605,0.36363636363636687,0.5357142857142847,0.4186844790796904
1,42,0.0018,-0.0002,100.0,0.2857142857142776,0.3994910941475851,0.4079563182527295,1.0,0.2250957854406117,0.647058823529278,0.24818597772334527,0.3333333333333357,0.3257142857142874,0.2256749872643944,0.6190476190474783,0.2568240163462008,0.6240946402703997,0.36363636363636687,0.41071428571428115,0.5247240003710907
1,43,0.0009,0.0004,100.0,0.43793911007026054,0.33646506165590395,0.3482059282371317,1.0,0.2083333333333357,0.6235294117645935,0.2520682164810282,0.3333333333333357,0.23428571428571843,0.23688232297503475,0.625,0.2361293026667326,0.6673104780299397,0.36363636363636687,0.577380952380949,0.5224046757584198
1,44,0.002,0.0001,100.0,0.4332552693208527,0.4157369348209059,0.4773790951638084,1.0,0.1551724137931032,0.6411764705881069,0.2316402458751199,0.3333333333333357,0.3257142857142874,0.2552215995924598,0.6011904761905953,0.2631110179703384,0.6690004828585252,0.09090909090909349,0.5952380952380949,0.44428982280360074
1,45,0.0019,0.0001,100.0,0.4028103044496163,0.39009590917988035,0.481903276131046,1.0,0.2212643678160937,0.6235294117645935,0.22646392753154032,0.3333333333333357,0.2742857142857176,0.2440142638818088,0.625,0.27940483051290954,0.6711733462095637,0.2727272727272734,0.49999999999999645,0.40866499675294676
1,46,-0.0037,0.0003,100.0,0.27634660421543344,0.3640634174985351,0.3656786271450869,1.0,0.23946360153256663,0.6823529411763047,0.24624485834450383,0.3333333333333357,0.29714285714285893,0.21752419765664754,0.6607142857144481,0.23832975323518468,0.6530661516175762,0.36363636363636687,0.42261904761904745,0.5828926616569277
1,47,-0.0019,0.0003,100.0,0.41217798594848887,0.54413779604619,0.33073322932917293,1.0,0.2155172413793096,0.6529411764706765,0.2575680547210766,0.3333333333333357,0.33714285714286163,0.21701477330616115,0.6190476190474783,0.2660449520616126,0.529212940608403,0.36363636363636687,0.577380952380949,0.36775211058539625
1,48,0.0003,0.0,100.0,0.3747072599531691,0.37130553924447085,0.3449297971918881,1.0,0.21791187739463425,0.6588235294116203,0.22641771040347436,0.3333333333333357,0.3314285714285745,0.23025980641874355,0.6607142857144481,0.268559752711262,0.5878802510864354,0.5454545454545467,0.5059523809523796,0.41395305686983974
1,49,0.003,-0.0004,100.0,0.35831381733021317,0.43942063026032585,0.2616224648985934,1.0,0.2059386973180075,0.6705882352939625,0.26898368535378836,0.3333333333333357,0.33714285714286163,0.21242995415181198,0.6428571428573377,0.2610677424424992,0.5410429744084979,0.18181818181817988,0.4464285714285694,0.4727711290472243
1,50,-0.0008,0.0004,100.0,0.3676814988290289,0.5081229203366604,0.33463338533541176,1.0,0.2231800766283527,0.6352941176469358,0.2336275823820344,0.3333333333333357,0.2228571428571442,0.21599592460519546,0.6607142857144481,0.25446639073715005,0.6059874456784158,0.36363636363636687,0.4761904761904745,0.4659059281937097
1,51,-0.0012,-0.0,100.0,0.3185011709601895,0.45821100019573535,0.20592823712948416,1.0,0.24425287356321945,0.6411764705881069,0.22928317234367057,0.3333333333333357,0.29714285714285893,0.23586347427406906,0.625,0.27935243883271,0.48382423949782805,0.2727272727272734,0.43452380952380665,0.5620187401428716
1,52,0.0002,0.0003,100.0,0.4145199063231928,0.3718927383049504,0.416848673946955,1.0,0.2145593869731819,0.6294117647057647,0.20904007025002613,0.3333333333333357,0.3142857142857167,0.19969434538971242,0.5952380952380736,0.26400167653375917,0.5676001931434129,0.2727272727272734,0.4761904761904745,0.4131181000092816
1,53,0.0006,-0.0002,100.0,0.37704918032787305,0.36660794676062025,0.3588143525741003,1.0,0.1681034482758612,0.6647058823530188,0.2164810278689231,0.3333333333333357,0.3714285714285772,0.23586347427406906,0.6607142857144481,0.264158851574372,0.6149203283437963,0.2727272727272734,0.44047619047618625,0.5254661842471471
1,54,0.0007,-0.0004,100.0,0.38407494145198484,0.398903895087102,0.4561622464898569,1.0,0.2485632183908031,0.6647058823530188,0.23279567407681157,0.3333333333333357,0.30285714285714604,0.2297503820682607,0.6607142857144481,0.2404778121234301,0.6062288749396458,0.36363636363636687,0.48809523809523725,0.49726319695704646
1,55,0.0002,0.0004,100.0,0.33021077283370914,0.4488158152280306,0.37753510140405666,1.0,0.23706896551723844,0.6529411764706765,0.22216573462124245,0.3333333333333357,0.24571428571428555,0.23688232297503475,0.6488095238096321,0.2667784355844276,0.6139546112988903,0.2727272727272734,0.452380952380949,0.5259300491696806
1,56,0.0008,0.0,100.0,0.456674473067892,0.41006067723624895,0.296255850234008,0.9375,0.2217432950191558,0.6529411764706765,0.22692609881222126,0.3333333333333357,0.21714285714286063,0.2496179317371343,0.6547619047621538,0.25509509089955884,0.6627233220666326,0.5454545454545467,0.47023809523809135,0.4905835420725495
1,57,-0.0024,-0.0003,100.0,0.3817330210772809,0.4272851830103761,0.29594383775350863,1.0,0.22413793103448043,0.6294117647057647,0.26112677358228353,0.3333333333333357,0.240000000000002,0.22261844116148666,0.6309523809522943,0.2568240163462008,0.5439401255432195,0.2727272727272734,0.49404761904761685,0.5490305223119059
1,58,-0.0043,-0.0001,100.0,0.2669789227166177,0.45507927187316355,0.3985959438377513,1.0,0.2025862068965516,0.6352941176469358,0.23321162822941943,0.3333333333333357,0.2742857142857176,0.2098828323993871,0.6666666666669698,0.2554618326609699,0.6098503138580398,0.45454545454545325,0.6130952380952372,0.4456814175712047
1,59,0.0002,-0.0,100.0,0.2740046838407295,0.4862008220786862,0.4422776911076447,1.0,0.23323754789272044,0.6235294117645935,0.22530849932984864,0.3333333333333357,0.3142857142857167,0.258278145695364,0.6428571428573377,0.2710221616807189,0.6702076291646542,0.45454545454545325,0.4821428571428541,0.5716671305315906
1,60,-0.0001,-0.0003,100.0,0.39344262295080057,0.2859659424544958,0.4564742589703563,1.0,0.21791187739463425,0.6647058823530188,0.23593843878541776,0.3333333333333357,0.3542857142857194,0.2317880794701992,0.625,0.25467595745795535,0.5490101400289689,0.36363636363636687,0.48809523809523725,0.4131181000092816
1,61,0.003,-0.0004,100.0,0.2646370023419138,0.3881385789782783,0.3595943837753488,1.0,0.2145593869731819,0.6529411764706765,0.26676526320654403,0.3333333333333357,0.3085714285714296,0.2297503820682607,0.625,0.27432283753339703,0.486479961371316,0.2727272727272734,0.6071428571428541,0.5104369607570263
1,62,0.0031,-0.0004,100.0,0.3817330210772809,0.579565472695247,0.3265210608424347,1.0,0.2174329501915686,0.6705882352939625,0.22942182372787556,0.3333333333333357,0.32000000000000384,0.2322975038206856,0.6488095238096321,0.26861214439146863,0.6571704490584267,0.18181818181817988,0.44047619047618625,0.4745338157528529
1,63,0.0008,-0.0002,100.0,0.22950819672132639,0.38383245253474385,0.4163806552262095,1.0,0.24521072796935073,0.6529411764706765,0.21869945001617452,0.3333333333333357,0.360000000000003,0.2542027508914906,0.6607142857144481,0.27013150311729817,0.5840173829068078,0.2727272727272734,0.4821428571428541,0.5197142592077206
1,64,-0.0006,0.0002,100.0,0.3864168618266888,0.49089841456254035,0.3505460218408736,1.0,0.2528735632183903,0.647058823529278,0.2536858159634008,0.3333333333333357,0.3714285714285772,0.25674987264390836,0.625,0.2465028553465629,0.6289232254949297,0.2727272727272734,0.4464285714285694,0.46302996567399646
1,65,-0.0035,-0.0003,100.0,0.3067915690866414,0.48443922489724045,0.2210608424336975,1.0,0.21072796934865679,0.6235294117645935,0.23117807459444606,0.3333333333333357,0.3542857142857194,0.245542536933268,0.6190476190474783,0.2816052810813616,0.5835345243843548,0.2727272727272734,0.5357142857142847,0.581315520920306
1,66,0.0,-0.0002,100.0,0.30913348946134533,0.4251321197886071,0.32511700468018745,1.0,0.23419540229885172,0.6294117647057647,0.2517909137126182,0.3333333333333357,0.38285714285714434,0.19918492103922247,0.6309523809522943,0.25258029024990947,0.7059391598261726,0.2727272727272734,0.5119047619047592,0.38426570182762987
1,67,0.0005,0.0,100.0,0.2740046838407295,0.41632413388138545,0.3530421216848687,1.0,0.22461685823754607,0.6647058823530188,0.25008087997412076,0.3333333333333357,0.38285714285714434,0.20376974019357874,0.6547619047621538,0.274689579294801,0.6740704973442782,0.2727272727272734,0.36904761904761685,0.38565729659523384
1,68,0.0006,-0.0005,100.0,0.28805620608900995,0.325308279506757,0.3889235569422773,1.0,0.2198275862068968,0.6705882352939625,0.25285390765817795,0.3333333333333357,0.3771428571428608,0.20580743759551368,0.6071428571428896,0.2248126997432749,0.6330275229357802,0.2727272727272734,0.4761904761904745,0.5229613136654621
1,69,0.0002,0.0001,100.0,0.4777517564402842,0.4967704051673536,0.3544461778471124,1.0,0.20977011494252906,0.676470588235361,0.23367379951010037,0.3333333333333357,0.240000000000002,0.24350483953132596,0.6666666666669698,0.2797715722743206,0.7056977305649461,0.36363636363636687,0.5357142857142847,0.4166434734205424
1,70,-0.002,-0.0005,100.0,0.3512880562061014,0.5353298101389719,0.3800312012480518,1.0,0.23084291187739225,0.6588235294116203,0.2465221611129067,0.3333333333333357,0.3257142857142874,0.22669383596536008,0.6666666666669698,0.253366165452924,0.6593433124094616,0.45454545454545325,0.577380952380949,0.47193617218665906
1,71,0.0032,0.0004,100.0,0.407494145199081,0.38011352515169605,0.3229329173166917,1.0,0.2088122605363978,0.6647058823530188,0.2552571983176932,0.3333333333333357,0.28571428571428825,0.22618441161487723,0.625,0.2414208623670504,0.6289232254949297,0.2727272727272734,0.5714285714285694,0.5633175619259703
1,72,0.0012,0.0002,100.0,0.25058548009366177,0.34977490702681635,0.3970358814352579,1.0,0.22844827586206762,0.6588235294116203,0.27175671303785265,0.3333333333333357,0.3257142857142874,0.22720326031584293,0.6726190476190368,0.23377167705768187,0.7158377595364556,0.36363636363636687,0.5178571428571388,0.47768809722608907
1,73,-0.0004,-0.0004,100.0,0.27634660421543344,0.44176942650225115,0.32230889235569293,1.0,0.23036398467432662,0.6705882352939625,0.256135323750982,0.3333333333333357,0.3714285714285772,0.22720326031584293,0.6547619047621538,0.2537852988945346,0.7875422501207154,0.45454545454545325,0.5238095238095184,0.4847388440486142
1,74,-0.0004,-0.0001,100.0,0.2388758782201421,0.3853983166960262,0.35647425897035845,1.0,0.21695402298850652,0.6529411764706765,0.2179599759670907,0.3333333333333357,0.30285714285714604,0.22669383596536008,0.6428571428573377,0.27117933672132466,0.6559633027522977,0.45454545454545325,0.5059523809523796,0.4720289451711679
1,75,-0.001,0.0004,100.0,0.32318501170959735,0.4474456840869081,0.30015600624024685,1.0,0.1930076628352495,0.647058823529278,0.21638859361279117,0.3333333333333357,0.28571428571428825,0.2317880794701992,0.625,0.26557342693979535,0.5487687107677459,0.45454545454545325,0.5059523809523796,0.5187865293626501
1,76,0.0017,-0.0,100.0,0.47072599531617243,0.42806811509101905,0.3580343213728554,1.0,0.22796934865900553,0.6352941176469358,0.2315015944909149,0.3333333333333357,0.26285714285714334,0.24808965868568578,0.6488095238096321,0.29313145072562463,0.6030902945437013,0.36363636363636687,0.35714285714285765,0.44558864458669944
1,77,-0.0072,-0.0001,100.0,0.27634660421543344,0.3462517126639284,0.3513260530421185,1.0,0.21695402298850652,0.647058823529278,0.24411887045338432,0.3333333333333357,0.3428571428571452,0.21090168110035634,0.6845238095238528,0.25478074081835445,0.522452921294061,0.2727272727272734,0.47023809523809135,0.43501252435290994
1,78,-0.0,0.0001,100.0,0.47306791569087636,0.27500489332550515,0.3608424336973499,1.0,0.2212643678160937,0.6529411764706765,0.25997134538059186,0.3333333333333357,0.30285714285714604,0.2231278655119695,0.6904761904763745,0.2816052810813616,0.6578947368421062,0.2727272727272734,0.42261904761904745,0.5030151219964765
1,79,0.0008,0.0003,100.0,0.2786885245901374,0.3758073987081616,0.36443057722308936,1.0,0.20929118773946342,0.6588235294116203,0.24287100799556782,0.3333333333333357,0.2228571428571442,0.21599592460519546,0.6547619047621538,0.2671975690260382,0.5630130371801059,0.2727272727272734,0.48809523809523725,0.49364505056127683
1,80,0.0028,0.0003,100.0,0.16159250585479867,0.43687610099823715,0.25023400936037277,1.0,0.2404214559386979,0.6529411764706765,0.23006886352082034,0.3333333333333357,0.30285714285714604,0.21192052980132203,0.625,0.27935243883271,0.6076774505070013,0.45454545454545325,0.40476190476190155,0.5430930513034582
1,81,0.0021,0.0,100.0,0.30210772833723354,0.34605597964376855,0.39672386895475853,1.0,0.19683908045977105,0.6588235294116203,0.24421130470952335,0.3333333333333357,0.18857142857143216,0.2317880794701992,0.6726190476190368,0.28281028972598676,0.6929019797199452,0.5454545454545467,0.4583333333333286,0.508952593004917
1,82,-0.0018,-0.0005,100.0,0.40046838407491236,0.4458798199256222,0.39563182527301066,1.0,0.23419540229885172,0.6588235294116203,0.21527938253916545,0.3333333333333357,0.28571428571428825,0.22516556291391154,0.6666666666669698,0.27138890344212996,0.6356832448092753,0.45454545454545325,0.5654761904761862,0.4756470915669375
1,83,-0.0053,-0.0004,100.0,0.23653395784543818,0.4488158152280306,0.3868954758190313,1.0,0.26772030651341083,0.6529411764706765,0.2108425382446768,0.3333333333333357,0.32000000000000384,0.21192052980132203,0.6607142857144481,0.27668046314244776,0.5504587155963314,0.45454545454545325,0.49404761904761685,0.4055107152797106
1,84,0.0035,0.0001,100.0,0.257611241217802,0.41593266784106575,0.3421216848673936,1.0,0.24616858237547845,0.6647058823530188,0.22526228220178268,0.3333333333333357,0.3314285714285745,0.21395822720326052,0.6785714285715585,0.27940483051290954,0.5531144374698229,0.18181818181817988,0.4821428571428541,0.4506911587345783
1,85,0.0003,-0.0004,100.0,0.40515222482434865,0.4488158152280306,0.3455538221528869,1.0,0.20402298850574851,0.6588235294116203,0.24208531681841094,0.3333333333333357,0.4228571428571435,0.22109016811003457,0.6607142857144481,0.2634777597317495,0.6813133751810696,0.6363636363636402,0.47023809523809135,0.515632247889414
1,86,-0.0012,0.0003,100.0,0.28805620608900995,0.5104717165785893,0.4074882995319804,1.0,0.24712643678160973,0.6588235294116203,0.22082543790728693,0.3333333333333357,0.3714285714285772,0.2165053489556783,0.6130952380954113,0.24021585372242527,0.6605504587155977,0.45454545454545325,0.42261904761904745,0.5272288709527793
1,87,-0.004,0.0001,100.0,0.334894613583117,0.40046975924838435,0.3486739469578808,1.0,0.19588122605364333,0.676470588235361,0.22415307112815697,0.3333333333333357,0.4400000000000013,0.20275089149261305,0.6666666666669698,0.29093100015717255,0.6820376629647527,0.36363636363636687,0.5059523809523796,0.5553390852583746
1,88,0.0006,0.0004,100.0,0.14519906323184273,0.46153846153846345,0.30967238689547827,1.0,0.20306513409961724,0.6411764705881069,0.22771178998937103,0.3333333333333357,0.3085714285714296,0.2180336220071304,0.6428571428573377,0.23832975323518468,0.6393046837276657,0.36363636363636687,0.5416666666666643,0.4056962612487247
