unit,time,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,kmeans_cluster,agglo_cluster,pca_1,pca_2,tsne_1,tsne_2,final_stage
1,13,-0.0011,0.0001,100.0,0.2529274004683657,0.4967704051673536,0.2884555382215268,1.0,0.2351532567049794,0.6352941176469358,0.224384156768501,0.3333333333333357,0.2571428571428598,0.2185430463576132,0.6488095238096321,0.2734845706501758,0.5451472718493484,0.2727272727272734,0.5178571428571388,0.5146117450598382,4,2,-0.160211644971272,-0.1837711517362962,-23.520668,-12.074903,4
1,14,0.0009,0.0001,100.0,0.4262295081967124,0.4499902133489932,0.3719188767550712,1.0,0.2662835249042139,0.6588235294116203,0.2281277441419789,0.3333333333333357,0.3371428571428616,0.2429954151808431,0.6190476190474783,0.2538376905747341,0.6552390149686147,0.1818181818181798,0.5119047619047592,0.4762965024584851,4,2,-0.1433644247912122,-0.0771743372250248,-50.59993,10.665717,4
1,15,-0.005,0.0004,100.0,0.3512880562061014,0.3229594832648281,0.3032761310452407,1.0,0.2083333333333357,0.6176470588234224,0.2399131117992254,0.3333333333333357,0.3428571428571452,0.2521650534895592,0.636904761904816,0.2669356106250333,0.5900531144374703,0.1818181818181798,0.5059523809523796,0.5408664996752961,4,2,-0.1880723612720134,-0.1831259383846788,-40.19544,-8.482396,4
1,16,0.0024,0.0003,100.0,0.196721311475386,0.4505774124094728,0.2875195007800322,0.9375,0.2016283524904238,0.6588235294116203,0.2456902528076838,0.3333333333333357,0.2571428571428598,0.2297503820682607,0.625,0.250537014722056,0.6359246740704982,0.2727272727272734,0.4702380952380913,0.4630299656739964,4,2,-0.231484693487554,-0.1532612264861395,-22.70807,-12.604539,4
1,17,-0.0019,0.0001,100.0,0.2482435597189578,0.5249559600704607,0.2811232449297947,1.0,0.2610153256704954,0.647058823529278,0.1976244396173214,0.3333333333333357,0.1771428571428579,0.2144676515537433,0.5952380952380736,0.288049457746105,0.5306615161757584,0.4545454545454532,0.5178571428571388,0.4631227386585053,4,2,-0.1405790903764259,-0.1510565652042247,18.41866,-1.2025371,4
1,18,-0.0036,0.0002,100.0,0.362997658079621,0.286944607555295,0.3928237129485161,1.0,0.2203065134099624,0.6294117647057647,0.2675509543836938,0.3333333333333357,0.2914285714285753,0.2256749872643944,0.6428571428573377,0.2698695447162933,0.6378561081603102,0.3636363636363668,0.5654761904761862,0.6236200018554605,4,2,-0.1156078835229299,-0.1431967510867702,-16.023113,-4.433595,4
1,19,-0.001,-0.0,100.0,0.3419203747072572,0.386376981796829,0.3399375975038978,1.0,0.2385057471264389,0.6352941176469358,0.2608032536858147,0.3333333333333357,0.2685714285714304,0.2175241976566475,0.625,0.2879970660659054,0.522452921294061,0.2727272727272734,0.4999999999999964,0.4967065590500077,4,1,-0.1527393645436114,-0.1605173079997158,-31.47453,-9.5644245,4
1,20,-0.0028,0.0004,100.0,0.3325526932084131,0.3004501859463708,0.2890795631825256,1.0,0.233716475095786,0.6294117647057647,0.2463372926006357,0.3333333333333357,0.2685714285714304,0.267447784004073,0.6547619047621538,0.2439356630167068,0.6492032834379557,0.2727272727272734,0.4166666666666607,0.5730587252991945,4,1,-0.2038731592582092,-0.1634529364116766,-33.032494,-11.263742,4
1,21,0.0001,-0.0002,100.0,0.4168618266978967,0.506557056175378,0.3268330733229305,1.0,0.2102490421455947,0.6411764705881069,0.2619586818875064,0.3333333333333357,0.3257142857142874,0.254712175241977,0.6428571428573377,0.2548855241787535,0.6414775470787077,0.2727272727272734,0.4464285714285694,0.5902217274329722,4,2,-0.1183856920739798,-0.0638713778852638,-27.933084,0.4729092,4
1,22,0.0011,0.0004,100.0,0.3021077283372335,0.4288510471716584,0.3121684867394698,1.0,0.2346743295019138,0.6352941176469358,0.2668576974626759,0.3333333333333357,0.360000000000003,0.2501273560876171,0.6547619047621538,0.2756850212186279,0.6207146306132287,0.3636363636363668,0.5059523809523796,0.4459597365247241,4,2,-0.1203333923147531,-0.0618687937154048,-9.619803,6.869169,4
1,23,-0.0057,-0.0001,100.0,0.2833723653395736,0.4253278528087705,0.2644305772230879,1.0,0.2274904214559399,0.6411764705881069,0.2332578453574925,0.3333333333333357,0.2742857142857176,0.2063168619460036,0.6547619047621538,0.2818148478021669,0.5753259295026574,0.2727272727272734,0.5297619047619051,0.5334446609147427,4,1,-0.1744326079786349,-0.1893137567917622,-24.023235,-12.523909,4
1,24,0.0057,0.0002,100.0,0.2763466042154334,0.4077118809943272,0.2769110764430564,1.0,0.2289272030651332,0.6235294117645935,0.2520219993529622,0.3333333333333357,0.4114285714285728,0.245542536933268,0.6488095238096321,0.2889925079897324,0.6274746499275707,0.2727272727272734,0.5357142857142847,0.5494016142499305,4,2,-0.1270528789418445,-0.1371828474648604,-30.033577,-2.7338116,4
1,25,-0.0009,-0.0004,100.0,0.2552693208430696,0.4407907614014483,0.4611544461778436,1.0,0.2011494252873547,0.6411764705881069,0.2686139483292535,0.3333333333333357,0.3542857142857194,0.219561895058586,0.6607142857144481,0.2872111908628909,0.5767745050700164,0.2727272727272734,0.4047619047619015,0.4746265887373617,4,2,-0.1459555931382259,-0.0241700396470737,-40.105988,4.6587224,4
1,26,0.0009,-0.0001,100.0,0.3583138173302131,0.4102564102564123,0.3386895475819038,0.9375,0.2480842911877374,0.6352941176469358,0.2190229699126504,0.3333333333333357,0.3371428571428616,0.2185430463576132,0.6488095238096321,0.2644208099753697,0.5731530661516189,0.3636363636363668,0.452380952380949,0.4596901382317462,4,2,-0.1338080216867516,-0.0644233455702031,-7.0002847,0.35335058,4
1,27,0.0005,-0.0001,100.0,0.2997658079625296,0.3615188882364464,0.3603744149766008,1.0,0.2188697318007619,0.6352941176469358,0.2182834958635595,0.3333333333333357,0.3657142857142865,0.219561895058586,0.6547619047621538,0.2571907581076118,0.6202317720907793,0.1818181818181798,0.5297619047619051,0.4672975229613136,4,2,-0.1934090202745013,-0.1264267469067647,-41.487713,-7.270781,4
1,28,-0.0006,0.0004,100.0,0.5081967213114638,0.2759835584263079,0.3616224648985948,1.0,0.2418582375478912,0.6411764705881069,0.1748393954799638,0.3333333333333357,0.2742857142857176,0.2251655629139115,0.6607142857144481,0.2590244669146528,0.6470304200869172,0.2727272727272734,0.5059523809523796,0.5510715279710539,4,2,-0.1691948868619588,-0.1133061266051802,-33.46279,-3.836512,4
1,29,-0.0012,-0.0001,100.0,0.2810304449648697,0.4541006067723643,0.2494539781591243,1.0,0.2150383141762475,0.6294117647057647,0.2320099828996618,0.3333333333333357,0.302857142857146,0.2058074375955136,0.6428571428573377,0.2843296484518234,0.5886045388701113,0.4545454545454532,0.5178571428571388,0.5391965859541727,4,2,-0.1286093526770044,-0.1115643047645358,15.866829,0.17135675,4
1,30,-0.0016,-0.0004,100.0,0.3957845433255045,0.4441182227441764,0.3059282371294856,0.9375,0.2476053639846718,0.6647058823530188,0.2354300503766708,0.3333333333333357,0.3714285714285772,0.2384105960264904,0.6190476190474783,0.2612773091633045,0.7122163206180581,0.3636363636363668,0.5654761904761862,0.4988403376936645,4,2,-0.1059543672482419,-0.0515898122070844,-8.9844475,8.1458,4
1,31,-0.0004,0.0001,100.0,0.3466042154566935,0.4272851830103761,0.3184087363494541,1.0,0.1963601532567054,0.6176470588234224,0.2118130979340904,0.3333333333333357,0.3142857142857167,0.2333163525216512,0.6428571428573377,0.2675119191072426,0.5318686624818945,0.1818181818181798,0.6130952380952372,0.5173021616105409,4,2,-0.1541535949051726,-0.2079778439629662,-39.28469,-10.338349,4
1,32,0.0018,-0.0005,100.0,0.2974238875878257,0.4580152671755755,0.2399375975038999,1.0,0.2715517241379288,0.6647058823530188,0.2226279059019233,0.3333333333333357,0.2742857142857176,0.2521650534895592,0.6130952380954113,0.2718604285639401,0.6257846450989852,0.2727272727272734,0.5059523809523796,0.4550514890064008,4,2,-0.1760103915749931,-0.1565544570793779,-21.07599,-12.749254,4
1,33,0.0026,-0.0003,100.0,0.3864168618266888,0.2982971227246054,0.3569422776911075,1.0,0.2198275862068968,0.647058823529278,0.1934648980912285,0.3333333333333357,0.3314285714285745,0.2129393785022948,0.636904761904816,0.2882590244669103,0.6187831965234167,0.3636363636363668,0.5892857142857082,0.4953149642824037,4,2,-0.1378634496182531,-0.1050117151820529,-14.306889,-5.19834,4
1,34,-0.0024,-0.0002,100.0,0.3208430913348934,0.4329614405950295,0.4110764430577234,1.0,0.2236590038314148,0.6235294117645935,0.231316725978651,0.3333333333333357,0.4457142857142884,0.2170147733061611,0.6488095238096321,0.2458217635039545,0.6409946885562512,0.2727272727272734,0.5059523809523796,0.5622970590963909,4,2,-0.106862474528327,-0.0418019090940199,-30.120403,0.6754054,4
1,35,-0.0055,0.0003,100.0,0.2248243559718901,0.5175181053043652,0.3006240249609959,1.0,0.1982758620689644,0.6647058823530188,0.2389887692378778,0.3333333333333357,0.4914285714285711,0.2200713194090688,0.6488095238096321,0.2582385917116312,0.6530661516175762,0.3636363636363668,0.4345238095238066,0.3866777994248096,4,2,-0.1449770702937798,0.054311075886508,-13.061054,21.558382,4
1,36,0.0012,-0.0004,100.0,0.377049180327873,0.3437071834018397,0.2937597503900164,1.0,0.2509578544061313,0.6588235294116203,0.2279890927577739,0.3333333333333357,0.360000000000003,0.22669383596536,0.6547619047621538,0.2448263215801276,0.6224046354418142,0.4545454545454532,0.4404761904761862,0.6096112811949155,4,2,-0.0974984017188731,-0.0686961522418042,12.204388,4.8280964,4
1,37,-0.004,-0.0001,100.0,0.2857142857142776,0.4832648267762778,0.3107644305772226,1.0,0.2495210727969379,0.6176470588234224,0.2568285806719927,0.3333333333333357,0.3657142857142865,0.2450331125827816,0.6488095238096321,0.2719652119243463,0.4205697730564957,0.4545454545454532,0.5119047619047592,0.539289358938678,2,2,-0.0188306493258592,-0.1274464371079837,15.438958,4.8595014,2
1,38,0.004,-0.0004,100.0,0.3864168618266888,0.4777843022117842,0.3823712948517936,1.0,0.2595785440613021,0.6529411764706765,0.2486019318759531,0.3333333333333357,0.3485714285714287,0.2470708099847165,0.625,0.256928799706607,0.5202800579430225,0.3636363636363668,0.3928571428571388,0.5126635123851955,4,2,-0.0722884031015327,-0.0299015460988349,-2.291258,5.851912,4
1,39,0.0065,-0.0,100.0,0.1779859484777546,0.2836171462125669,0.3653666146645875,1.0,0.2250957854406117,0.6588235294116203,0.2612654249664885,0.3333333333333357,0.2857142857142882,0.228731533367295,0.6309523809522943,0.2918740504007928,0.5895702559150138,0.3636363636363668,0.4404761904761862,0.446887466369791,4,2,-0.1994159316854267,-0.1230012065715452,-19.867722,-1.0196128,4
1,40,0.0007,-0.0002,100.0,0.3231850117095973,0.383636719514584,0.2839313572542892,1.0,0.2346743295019138,0.6235294117645935,0.2393585062624197,0.3333333333333357,0.3142857142857167,0.2394294447274596,0.6488095238096321,0.2652590768585909,0.5758087880251104,0.5454545454545467,0.4583333333333286,0.4969848780035271,4,2,-0.1014241633969144,-0.0531080022950573,21.639065,5.7096696,4
1,41,-0.0014,-0.0002,100.0,0.2622950819672098,0.3570170287727556,0.3691107644305766,0.9375,0.2394636015325666,0.6294117647057647,0.252253084993292,0.3333333333333357,0.360000000000003,0.2384105960264904,0.6190476190474783,0.2705506365589087,0.481892805408016,0.3636363636363668,0.5357142857142847,0.4186844790796904,4,2,-0.1096299801441405,-0.1344759533471469,-14.95058,-7.439656,4
1,42,0.0018,-0.0002,100.0,0.2857142857142776,0.3994910941475851,0.4079563182527295,1.0,0.2250957854406117,0.647058823529278,0.2481859777233452,0.3333333333333357,0.3257142857142874,0.2256749872643944,0.6190476190474783,0.2568240163462008,0.6240946402703997,0.3636363636363668,0.4107142857142811,0.5247240003710907,4,2,-0.149052654989755,-0.0400156397998272,-4.4826903,1.9751405,4
1,43,0.0009,0.0004,100.0,0.4379391100702605,0.3364650616559039,0.3482059282371317,1.0,0.2083333333333357,0.6235294117645935,0.2520682164810282,0.3333333333333357,0.2342857142857184,0.2368823229750347,0.625,0.2361293026667326,0.6673104780299397,0.3636363636363668,0.577380952380949,0.5224046757584198,4,2,-0.160389942039359,-0.1131418601081996,-9.855519,-6.7734504,4
1,44,0.002,0.0001,100.0,0.4332552693208527,0.4157369348209059,0.4773790951638084,1.0,0.1551724137931032,0.6411764705881069,0.2316402458751199,0.3333333333333357,0.3257142857142874,0.2552215995924598,0.6011904761905953,0.2631110179703384,0.6690004828585252,0.0909090909090934,0.5952380952380949,0.4442898228036007,4,2,-0.1900361648641748,-0.0748666954338599,-50.677826,10.75739,4
1,45,0.0019,0.0001,100.0,0.4028103044496163,0.3900959091798803,0.481903276131046,1.0,0.2212643678160937,0.6235294117645935,0.2264639275315403,0.3333333333333357,0.2742857142857176,0.2440142638818088,0.625,0.2794048305129095,0.6711733462095637,0.2727272727272734,0.4999999999999964,0.4086649967529467,4,2,-0.1698607040708666,-0.01555064462058,-34.118824,8.617628,4
1,46,-0.0037,0.0003,100.0,0.2763466042154334,0.3640634174985351,0.3656786271450869,1.0,0.2394636015325666,0.6823529411763047,0.2462448583445038,0.3333333333333357,0.2971428571428589,0.2175241976566475,0.6607142857144481,0.2383297532351846,0.6530661516175762,0.3636363636363668,0.4226190476190474,0.5828926616569277,4,2,-0.1528695193717424,-0.0853998975456102,-4.8599863,1.0856223,4
1,47,-0.0019,0.0003,100.0,0.4121779859484888,0.54413779604619,0.3307332293291729,1.0,0.2155172413793096,0.6529411764706765,0.2575680547210766,0.3333333333333357,0.3371428571428616,0.2170147733061611,0.6190476190474783,0.2660449520616126,0.529212940608403,0.3636363636363668,0.577380952380949,0.3677521105853962,4,2,-0.088239424995931,-0.0278409461747021,-7.5991955,12.2626,4
1,48,0.0003,0.0,100.0,0.3747072599531691,0.3713055392444708,0.3449297971918881,1.0,0.2179118773946342,0.6588235294116203,0.2264177104034743,0.3333333333333357,0.3314285714285745,0.2302598064187435,0.6607142857144481,0.268559752711262,0.5878802510864354,0.5454545454545467,0.5059523809523796,0.4139530568698397,4,2,-0.0901553591792527,0.009428325149545,21.943285,6.1428075,4
1,49,0.003,-0.0004,100.0,0.3583138173302131,0.4394206302603258,0.2616224648985934,1.0,0.2059386973180075,0.6705882352939625,0.2689836853537883,0.3333333333333357,0.3371428571428616,0.2124299541518119,0.6428571428573377,0.2610677424424992,0.5410429744084979,0.1818181818181798,0.4464285714285694,0.4727711290472243,4,2,-0.1907235959530551,-0.1286406977821534,-44.30226,-7.02236,4
1,50,-0.0008,0.0004,100.0,0.3676814988290289,0.5081229203366604,0.3346333853354117,1.0,0.2231800766283527,0.6352941176469358,0.2336275823820344,0.3333333333333357,0.2228571428571442,0.2159959246051954,0.6607142857144481,0.25446639073715,0.6059874456784158,0.3636363636363668,0.4761904761904745,0.4659059281937097,4,2,-0.1547452466144712,-0.0621853041754014,-6.0211086,4.715109,4
1,51,-0.0012,-0.0,100.0,0.3185011709601895,0.4582110001957353,0.2059282371294841,1.0,0.2442528735632194,0.6411764705881069,0.2292831723436705,0.3333333333333357,0.2971428571428589,0.235863474274069,0.625,0.27935243883271,0.483824239497828,0.2727272727272734,0.4345238095238066,0.5620187401428716,4,1,-0.1507429243777096,-0.2039019311259603,-25.402525,-11.827382,4
1,52,0.0002,0.0003,100.0,0.4145199063231928,0.3718927383049504,0.416848673946955,1.0,0.2145593869731819,0.6294117647057647,0.2090400702500261,0.3333333333333357,0.3142857142857167,0.1996943453897124,0.5952380952380736,0.2640016765337591,0.5676001931434129,0.2727272727272734,0.4761904761904745,0.4131181000092816,4,2,-0.1868096761192554,-0.0463434081044534,-33.745346,2.9722488,4
1,53,0.0006,-0.0002,100.0,0.377049180327873,0.3666079467606202,0.3588143525741003,1.0,0.1681034482758612,0.6647058823530188,0.2164810278689231,0.3333333333333357,0.3714285714285772,0.235863474274069,0.6607142857144481,0.264158851574372,0.6149203283437963,0.2727272727272734,0.4404761904761862,0.5254661842471471,4,2,-0.1669208562367414,-0.0525642897530647,-34.29717,0.7459588,4
1,54,0.0007,-0.0004,100.0,0.3840749414519848,0.398903895087102,0.4561622464898569,1.0,0.2485632183908031,0.6647058823530188,0.2327956740768115,0.3333333333333357,0.302857142857146,0.2297503820682607,0.6607142857144481,0.2404778121234301,0.6062288749396458,0.3636363636363668,0.4880952380952372,0.4972631969570464,4,2,-0.0959314203066554,-0.0308065211172583,-25.077301,12.288877,4
1,55,0.0002,0.0004,100.0,0.3302107728337091,0.4488158152280306,0.3775351014040566,1.0,0.2370689655172384,0.6529411764706765,0.2221657346212424,0.3333333333333357,0.2457142857142855,0.2368823229750347,0.6488095238096321,0.2667784355844276,0.6139546112988903,0.2727272727272734,0.452380952380949,0.5259300491696806,4,2,-0.1606756881199638,-0.1074886698926578,-28.286766,-6.9889593,4
1,56,0.0008,0.0,100.0,0.456674473067892,0.4100606772362489,0.296255850234008,0.9375,0.2217432950191558,0.6529411764706765,0.2269260988122212,0.3333333333333357,0.2171428571428606,0.2496179317371343,0.6547619047621538,0.2550950908995588,0.6627233220666326,0.5454545454545467,0.4702380952380913,0.4905835420725495,4,2,-0.1176102503715488,-0.0245605872661248,24.980476,12.968567,4
1,57,-0.0024,-0.0003,100.0,0.3817330210772809,0.4272851830103761,0.2959438377535086,1.0,0.2241379310344804,0.6294117647057647,0.2611267735822835,0.3333333333333357,0.240000000000002,0.2226184411614866,0.6309523809522943,0.2568240163462008,0.5439401255432195,0.2727272727272734,0.4940476190476168,0.5490305223119059,4,1,-0.1601408337811081,-0.172089776632637,-29.893677,-7.584578,4
1,58,-0.0043,-0.0001,100.0,0.2669789227166177,0.4550792718731635,0.3985959438377513,1.0,0.2025862068965516,0.6352941176469358,0.2332116282294194,0.3333333333333357,0.2742857142857176,0.2098828323993871,0.6666666666669698,0.2554618326609699,0.6098503138580398,0.4545454545454532,0.6130952380952372,0.4456814175712047,4,2,-0.1105170610186718,-0.0643689597161416,17.653246,8.160725,4
1,59,0.0002,-0.0,100.0,0.2740046838407295,0.4862008220786862,0.4422776911076447,1.0,0.2332375478927204,0.6235294117645935,0.2253084993298486,0.3333333333333357,0.3142857142857167,0.258278145695364,0.6428571428573377,0.2710221616807189,0.6702076291646542,0.4545454545454532,0.4821428571428541,0.5716671305315906,4,2,-0.071970261699181,-0.0179323257672566,18.17469,10.12083,4
1,60,-0.0001,-0.0003,100.0,0.3934426229508005,0.2859659424544958,0.4564742589703563,1.0,0.2179118773946342,0.6647058823530188,0.2359384387854177,0.3333333333333357,0.3542857142857194,0.2317880794701992,0.625,0.2546759574579553,0.5490101400289689,0.3636363636363668,0.4880952380952372,0.4131181000092816,4,2,-0.1245463953685612,-0.0257167701314773,-26.992464,10.22196,4
1,61,0.003,-0.0004,100.0,0.2646370023419138,0.3881385789782783,0.3595943837753488,1.0,0.2145593869731819,0.6529411764706765,0.266765263206544,0.3333333333333357,0.3085714285714296,0.2297503820682607,0.625,0.274322837533397,0.486479961371316,0.2727272727272734,0.6071428571428541,0.5104369607570263,4,2,-0.1138671291956869,-0.2082723945729255,-31.39137,-9.051202,4
1,62,0.0031,-0.0004,100.0,0.3817330210772809,0.579565472695247,0.3265210608424347,1.0,0.2174329501915686,0.6705882352939625,0.2294218237278755,0.3333333333333357,0.3200000000000038,0.2322975038206856,0.6488095238096321,0.2686121443914686,0.6571704490584267,0.1818181818181798,0.4404761904761862,0.4745338157528529,4,2,-0.1677910612270796,-0.037458389907712,-47.477383,1.1855508,4
1,63,0.0008,-0.0002,100.0,0.2295081967213263,0.3838324525347438,0.4163806552262095,1.0,0.2452107279693507,0.6529411764706765,0.2186994500161745,0.3333333333333357,0.360000000000003,0.2542027508914906,0.6607142857144481,0.2701315031172981,0.5840173829068078,0.2727272727272734,0.4821428571428541,0.5197142592077206,4,2,-0.1223729932292825,-0.1162250992907647,-38.922626,-1.7757568,4
1,64,-0.0006,0.0002,100.0,0.3864168618266888,0.4908984145625403,0.3505460218408736,1.0,0.2528735632183903,0.647058823529278,0.2536858159634008,0.3333333333333357,0.3714285714285772,0.2567498726439083,0.625,0.2465028553465629,0.6289232254949297,0.2727272727272734,0.4464285714285694,0.4630299656739964,4,2,-0.1197646338218014,-0.0246539444008349,-44.326424,11.465554,4
1,65,-0.0035,-0.0003,100.0,0.3067915690866414,0.4844392248972404,0.2210608424336975,1.0,0.2107279693486567,0.6235294117645935,0.231178074594446,0.3333333333333357,0.3542857142857194,0.245542536933268,0.6190476190474783,0.2816052810813616,0.5835345243843548,0.2727272727272734,0.5357142857142847,0.581315520920306,4,2,-0.1364248612518526,-0.1769743470967077,-18.55234,-14.769384,4
1,66,0.0,-0.0002,100.0,0.3091334894613453,0.4251321197886071,0.3251170046801874,1.0,0.2341954022988517,0.6294117647057647,0.2517909137126182,0.3333333333333357,0.3828571428571443,0.1991849210392224,0.6309523809522943,0.2525802902499094,0.7059391598261726,0.2727272727272734,0.5119047619047592,0.3842657018276298,4,2,-0.2018105984156948,-0.0228488760384771,-26.39697,-1.3064921,4
1,67,0.0005,0.0,100.0,0.2740046838407295,0.4163241338813854,0.3530421216848687,1.0,0.224616858237546,0.6647058823530188,0.2500808799741207,0.3333333333333357,0.3828571428571443,0.2037697401935787,0.6547619047621538,0.274689579294801,0.6740704973442782,0.2727272727272734,0.3690476190476168,0.3856572965952338,4,2,-0.2144993355306155,0.0199129477765828,-42.22627,1.288114,4
1,68,0.0006,-0.0005,100.0,0.2880562060890099,0.325308279506757,0.3889235569422773,1.0,0.2198275862068968,0.6705882352939625,0.2528539076581779,0.3333333333333357,0.3771428571428608,0.2058074375955136,0.6071428571428896,0.2248126997432749,0.6330275229357802,0.2727272727272734,0.4761904761904745,0.5229613136654621,4,2,-0.1787253038939542,-0.0871132277532136,-38.39464,-2.4783874,4
1,69,0.0002,0.0001,100.0,0.4777517564402842,0.4967704051673536,0.3544461778471124,1.0,0.209770114942529,0.676470588235361,0.2336737995101003,0.3333333333333357,0.240000000000002,0.2435048395313259,0.6666666666669698,0.2797715722743206,0.7056977305649461,0.3636363636363668,0.5357142857142847,0.4166434734205424,4,2,-0.1316199610117308,0.0096887962501531,-10.558615,9.125475,4
1,70,-0.002,-0.0005,100.0,0.3512880562061014,0.5353298101389719,0.3800312012480518,1.0,0.2308429118773922,0.6588235294116203,0.2465221611129067,0.3333333333333357,0.3257142857142874,0.22669383596536,0.6666666666669698,0.253366165452924,0.6593433124094616,0.4545454545454532,0.577380952380949,0.471936172186659,4,2,-0.0582080272523559,0.0056032880473387,19.587055,11.7478,4
