unit,time,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,kmeans_cluster,agglo_cluster,kmeans_stage,agglo_stage,pca_1,pca_2,tsne_1,tsne_2
1,11,0.0018,-0.0003,100.0,0.322289156626482,0.2334859385219161,0.3104321404456449,1.0,0.755233494363921,0.2272727272729753,0.1251009602441044,0.178571428571427,0.5778251599147097,0.1911764705882888,0.2097223655691991,0.4197768372450952,0.3333333333333357,0.6201550387596875,0.8070974868820784,1,2,Stage 1,Stage 2,-0.4514843019771074,-0.050680181793529684,-58.909836,-19.794413
1,12,0.0016,0.0002,100.0,0.2560240963855165,0.2696751689557501,0.3021607022282246,1.0,0.7520128824476586,0.2878787878789808,0.1240240509737091,0.1964285714285729,0.6631130063965855,0.2058823529409892,0.1770564557745899,0.265101962293194,0.25,0.7131782945736447,0.6514774924054123,1,2,Stage 1,Stage 2,-0.5172091661923428,-0.09196933934783269,-62.909683,-13.037999
1,13,-0.0019,0.0004,100.0,0.5602409638554491,0.2430782646610012,0.3136394328156626,1.0,0.5780998389694076,0.3333333333330301,0.1125818899757717,0.3154761904761933,0.6737739872068289,0.294117647058556,0.1453194344101547,0.347441323585997,0.4166666666666714,0.6124031007751931,0.5267881800607555,4,1,Stage 4,Stage 1,-0.18318425616799927,-0.12558182260758646,-18.543854,-21.276707
1,14,0.0009,-0.0,100.0,0.3433734939759176,0.4776542402441706,0.2854490209318037,1.0,0.7455716586151482,0.2878787878789808,0.115049807053758,0.3511904761904745,0.6353944562899727,0.1764705882351336,0.1779853442047709,0.2751058099268988,0.4166666666666714,0.8062015503875948,0.6743993371996666,1,2,Stage 1,Stage 2,-0.3764708627413363,-0.05130765393836588,-32.785927,18.962936
1,15,-0.0018,-0.0003,100.0,0.3674698795180688,0.2786134728580762,0.3355840648210701,1.0,0.6103059581320451,0.3181818181819835,0.1368123485596299,0.2678571428571423,0.8123667377398789,0.294117647058556,0.1425327691196187,0.3655252020007751,0.25,0.6589147286821699,0.6293841480254088,1,2,Stage 1,Stage 2,-0.37875260575536296,-0.11918607280554391,-53.427044,-15.52555
1,16,0.0006,0.0005,100.0,0.2771084337349236,0.3693045563549191,0.3755908170155315,1.0,0.6586151368760227,0.2272727272729753,0.1238894373149079,0.2321428571428576,0.5970149253731307,0.2794117647058556,0.1866549695530963,0.2643324355521343,0.3333333333333357,0.6434108527131777,0.7743717205191913,1,2,Stage 1,Stage 2,-0.3938499753707993,-0.08242427685094307,-39.93337,-10.06311
1,17,0.0002,0.0002,100.0,0.4126506024096557,0.3034663178548129,0.2987846049966229,1.0,0.6360708534621438,0.2424242424240219,0.1489275778515661,0.1607142857142847,0.6823027718550065,0.2352941176468448,0.1926411394364748,0.4974990380915756,0.3333333333333357,0.5193798449612395,0.604391052195524,4,2,Stage 4,Stage 2,-0.29168525643139287,-0.031254758867847246,-44.598396,-11.812253
1,18,-0.0031,-0.0001,100.0,0.424698795180717,0.4360148245040349,0.2341323430114776,1.0,0.7004830917874472,0.2272727272729753,0.1248317329264949,0.2142857142857153,0.6545842217483937,0.2794117647058556,0.1692125090308565,0.2997306656406309,0.3333333333333357,0.5813953488372086,0.6966307649820536,1,2,Stage 1,Stage 2,-0.3681692359523443,-0.06484584062699326,-42.77615,-6.9030323
1,19,0.0032,-0.0003,100.0,0.174698795180717,0.3601482450403352,0.3055367994598228,1.0,0.6972624798711706,0.2121212121210192,0.1447545544287862,0.3273809523809525,0.6823027718550065,0.2205882352941444,0.1506347404272858,0.4124663332050815,0.25,0.5116279069767415,0.6244131455399042,1,2,Stage 1,Stage 2,-0.3665228200416949,-0.06373218671937393,-50.721523,10.026816
1,20,-0.0037,0.0001,100.0,0.5512048192771033,0.2195334641377826,0.3879135719108717,1.0,0.7987117552334837,0.2272727272729753,0.1084537377725922,0.2202380952380949,0.7206823027718627,0.2058823529409892,0.1536278253689715,0.3697575990765642,0.3333333333333357,0.6899224806201545,0.7288041977354354,1,2,Stage 1,Stage 2,-0.42105812992400504,-0.07392259676798676,-46.153656,-16.357029
1,21,-0.0012,0.0001,100.0,0.3493975903614341,0.3276651406147834,0.2680621201890645,1.0,0.681159420289859,0.3181818181819835,0.1185497621825319,0.178571428571427,0.7953091684434952,0.294117647058556,0.1758695427804752,0.3078106964217042,0.3333333333333357,0.7364341085271313,0.5742888704777656,1,2,Stage 1,Stage 2,-0.44245909251365223,-0.09254627066924151,-55.76568,-7.163123
1,22,0.0002,0.0,100.0,0.4698795180722754,0.4772182254196693,0.3092505064145854,1.0,0.6086956521739069,0.2121212121210192,0.1771515749798027,0.2321428571428576,0.7057569296375306,0.2205882352941444,0.1572401692641136,0.3020392458637957,0.3333333333333357,0.6046511627906987,0.6697045015189218,4,2,Stage 4,Stage 2,-0.3138332972005593,-0.015026448330575752,-37.33271,27.776
1,23,0.0034,-0.0003,100.0,0.2801204819276961,0.373882712012211,0.2110060769750177,1.0,0.6650563607085331,0.2272727272729753,0.1101588441173859,0.2380952380952372,0.603411513859271,0.25,0.1442873361543988,0.3813005001923812,0.3333333333333357,0.6201550387596875,0.7760287213476929,1,2,Stage 1,Stage 2,-0.41609591410013336,-0.10667307961114414,-38.933483,-8.527845
1,24,-0.001,0.0003,100.0,0.3524096385542066,0.431436668846743,0.2795408507765025,1.0,0.5861513687600706,0.3333333333330301,0.0988512967782497,0.3511904761904745,0.7334754797441434,0.2205882352941444,0.175147074001444,0.2470180838784159,0.3333333333333357,0.6666666666666643,0.6564484948909097,1,1,Stage 1,Stage 1,-0.33882275922128013,-0.09795501022415098,-30.081253,19.78485
1,25,0.0023,-0.0004,100.0,0.4698795180722754,0.5027250926531508,0.2893315327481431,1.0,0.6682769726247955,0.1818181818180164,0.1455173651619858,0.3035714285714306,0.8251599147121453,0.2058823529409892,0.1892352151924825,0.2570219315121207,0.4166666666666714,0.6279069767441854,0.7381938690969321,1,2,Stage 1,Stage 2,-0.37829220829648647,0.018421547575838443,-44.704617,28.572647
1,26,0.0,0.0002,100.0,0.286144578313241,0.393285371702639,0.233288318703579,1.0,0.6859903381642596,0.257575757575978,0.113883155344169,0.2440476190476168,0.7654584221748308,0.2647058823527004,0.1610589328103984,0.3889957676029283,0.5,0.5581395348837184,0.7190002761668026,1,2,Stage 1,Stage 2,-0.3736411916443724,-0.06004793046989776,-46.837776,14.549652
1,27,-0.0012,-0.0004,100.0,0.3704819277108697,0.4235884020056701,0.3306887238352445,1.0,0.6795491143317349,0.1818181818180164,0.1176972090101386,0.3095238095238102,0.7057569296375306,0.3676470588234224,0.178862627722161,0.3066564063101253,0.4166666666666714,0.6589147286821699,0.7636012151339386,1,2,Stage 1,Stage 2,-0.34435893335940526,-0.06985334782672799,-34.934128,17.817911
1,28,-0.0024,0.0005,100.0,0.3433734939759176,0.2572487464573783,0.2849426063470659,1.0,0.7777777777777715,0.3333333333330301,0.1261329982948922,0.3333333333333321,0.8272921108742111,0.294117647058556,0.1411910413871382,0.4132358599461341,0.1666666666666714,0.6744186046511587,0.5383871858602589,1,2,Stage 1,Stage 2,-0.4210978489043681,-0.12637288329871765,-58.38018,-12.881637
1,29,0.0012,-0.0001,100.0,0.2108433734939581,0.3006322214955332,0.3163403106009461,1.0,0.7085346215780959,0.2272727272729753,0.1289598851296745,0.2321428571428576,0.7931769722814437,0.2647058823527004,0.1709154711528526,0.3616775682955051,0.4166666666666714,0.6124031007751931,0.6427782380557829,1,2,Stage 1,Stage 2,-0.4374405003004513,-0.0542750123768111,-62.61068,-9.737204
1,30,-0.0022,0.0,100.0,0.2981927710843592,0.4900806627425353,0.2334571235651559,1.0,0.7278582930756841,0.257575757575978,0.1071973436238025,0.3273809523809525,0.7462686567164241,0.1764705882351336,0.1956858292909444,0.3139669103501319,0.1666666666666714,0.7054263565891432,0.7136150234741834,1,2,Stage 1,Stage 2,-0.4839574350016347,-0.05414503160842428,-57.171665,13.579689
1,31,0.0014,0.0005,100.0,0.2439759036144551,0.2864617396991562,0.24729912221472,1.0,0.6892109500805219,0.2727272727270247,0.16624786861707,0.3333333333333321,0.6950959488273014,0.2647058823527004,0.1307668490040257,0.3289726818006926,0.3333333333333357,0.6201550387596875,0.6090858878762759,1,2,Stage 1,Stage 2,-0.3902820443207148,-0.09295240548160877,-56.051308,-11.470705
1,32,0.0005,-0.0003,100.0,0.3373493975903727,0.4434270765206065,0.3057056043214032,1.0,0.8228663446054867,0.2121212121210192,0.1312034461096658,0.2380952380952372,0.6886993603411469,0.2794117647058556,0.1535762204561876,0.3459022701038847,0.3333333333333357,0.6821705426356601,0.8363711681855861,1,2,Stage 1,Stage 2,-0.46934695148547534,-0.0642276523569301,-63.795307,31.94015
1,33,-0.0042,-0.0004,100.0,0.4518072289156691,0.3784608676695029,0.3406482106684692,1.0,0.7665056360708604,0.2121212121210192,0.1139728977833556,0.2559523809523831,0.6865671641790954,0.294117647058556,0.1779337392919799,0.1939207387456676,0.3333333333333357,0.5348837209302282,0.6302126484396595,1,2,Stage 1,Stage 2,-0.35444019716367925,-0.061771614519198055,-50.488598,3.4461718
1,34,0.0015,-0.0001,100.0,0.4006024096385374,0.2273817309788555,0.307731262660365,1.0,0.7165861513687588,0.1969696969699725,0.1109665260701788,0.3690476190476204,0.6417910447761273,0.3088235294117112,0.1376303024047871,0.4232397075798459,0.3333333333333357,0.5193798449612395,0.573046119856393,4,2,Stage 4,Stage 2,-0.26033724686519044,-0.10939140888280324,-45.138226,-29.486902
1,35,0.0003,0.0002,100.0,0.3704819277108697,0.413342053629826,0.3502700877785294,1.0,0.7165861513687588,0.2121212121210192,0.1078255406982009,0.2738095238095255,0.6524520255863564,0.1911764705882888,0.2076065641449034,0.4544055405925391,0.25,0.7674418604651159,0.721071527202426,1,2,Stage 1,Stage 2,-0.3908496455966811,-0.039518433820964496,-60.987267,24.571922
1,36,-0.0004,-0.0002,100.0,0.4006024096385374,0.2328319162851571,0.3931465226198511,1.0,0.7536231884057969,0.1666666666669698,0.1024409943462245,0.2380952380952372,0.7739872068230369,0.2352941176468448,0.1679223862111669,0.3836090804155461,0.3333333333333357,0.5581395348837184,0.740955537144437,1,2,Stage 1,Stage 2,-0.4277829049947307,-0.059222759791725185,-46.467606,-17.016115
1,37,-0.0004,-0.0,100.0,0.2349397590361377,0.175931981687377,0.2810600945307229,1.0,0.7697262479871227,0.257575757575978,0.1512608812707583,0.2619047619047627,0.7675906183368824,0.2352941176468448,0.1651873258334149,0.3435936898807199,0.3333333333333357,0.6589147286821699,0.7470312068489307,1,2,Stage 1,Stage 2,-0.5403378824735,-0.0756355501443155,-69.63898,-14.199186
1,38,-0.0018,-0.0002,100.0,0.216867469879503,0.4046217571397434,0.2911883862255244,1.0,0.780998389694048,0.2727272727270247,0.1504980705375587,0.2500000000000035,0.7953091684434952,0.294117647058556,0.1892352151924825,0.3497499038091618,0.3333333333333357,0.7131782945736447,0.8044739022369498,1,2,Stage 1,Stage 2,-0.5175072359730455,-0.051281553012811,-65.89987,31.009514
1,39,-0.003,-0.0001,100.0,0.2409638554216826,0.2653150207107089,0.3112761647535471,1.0,0.6634460547504091,0.1818181818180164,0.1347482724580473,0.1607142857142847,0.7547974413646159,0.25,0.1644648570543907,0.3428241631396673,0.3333333333333357,0.4341085271317837,0.6568627450980387,1,2,Stage 1,Stage 2,-0.4299500036840683,-0.0537827237399591,-63.632782,-6.236621
1,40,-0.0,-0.0004,100.0,0.3102409638554206,0.2406801831262299,0.3295070898041849,1.0,0.7600644122383358,0.2424242424240219,0.1402225612492103,0.2857142857142847,0.6716417910447774,0.1911764705882888,0.1604396738569491,0.2058484032320109,0.3333333333333357,0.5426356589147296,0.666528583264288,1,2,Stage 1,Stage 2,-0.4395714412377991,-0.06659684749701478,-68.97697,-18.124832
1,41,0.0033,0.0004,100.0,0.3584337349397515,0.4419010246348378,0.353814989871708,1.0,0.6231884057971087,0.2424242424240219,0.1223189446289154,0.1428571428571459,0.7206823027718627,0.2205882352941444,0.1968211373722752,0.4313197383609051,0.3333333333333357,0.7674418604651159,0.7597348798674446,1,2,Stage 1,Stage 2,-0.4121132371915946,-0.039543541361415066,-59.84538,19.05365
1,42,0.0005,-0.0004,100.0,0.2740963855421796,0.296926095487251,0.3229237002025691,1.0,0.6586151368760227,0.2727272727270247,0.1585300188459086,0.3809523809523831,0.7547974413646159,0.25,0.1596656001651339,0.3416698730280885,0.3333333333333357,0.6666666666666643,0.6639049986191665,1,2,Stage 1,Stage 2,-0.3769350708276059,-0.07276238390464271,-56.12924,-11.460003
1,43,-0.0027,0.0005,100.0,0.3102409638554206,0.4464791802921297,0.4017555705604323,1.0,0.6167471819645698,0.1969696969699725,0.1622094588530913,0.2797619047619051,0.8635394456290015,0.3088235294117112,0.1407782020848387,0.3151212004617179,0.3333333333333357,0.6589147286821699,0.5807787903893953,1,2,Stage 1,Stage 2,-0.3488544161057263,-0.04252370331846988,-41.26622,-2.1753135
1,44,-0.0001,0.0002,100.0,0.216867469879503,0.3466317854807101,0.3198852126941247,1.0,0.69243156199677,0.2121212121210192,0.1128062460737737,0.3571428571428612,0.7697228144989197,0.1764705882351336,0.1626070801940358,0.3662947287418276,0.3333333333333357,0.7131782945736447,0.8024026512013265,1,2,Stage 1,Stage 2,-0.4853600353330709,-0.0641243220619119,-64.85512,5.096646
1,45,-0.0013,-0.0,100.0,0.397590361445765,0.2480924351428015,0.2854490209318037,1.0,0.6409017713365586,0.2727272727270247,0.1731580364354314,0.3571428571428612,0.6481876332622676,0.25,0.1464031375787016,0.3270488649480612,0.4166666666666714,0.5038759689922472,0.6905550952775457,4,2,Stage 4,Stage 2,-0.27721051353097964,-0.07247178505592194,-32.818542,-21.2547
1,46,0.0003,0.0001,100.0,0.3674698795180688,0.3760627861347316,0.3210668467251842,1.0,0.6296296296296333,0.2424242424240219,0.1734272637530267,0.2083333333333357,0.7100213219616194,0.294117647058556,0.1484673340902063,0.2801077337437476,0.4166666666666714,0.6124031007751931,0.6632145816072921,1,2,Stage 1,Stage 2,-0.34608269069688713,-0.05406363262131451,-31.194513,0.20042391
1,47,0.0,0.0005,100.0,0.3012048192771033,0.2023108785698752,0.3484132343011481,1.0,0.7294685990338223,0.2424242424240219,0.1360046666068441,0.2202380952380949,0.6716417910447774,0.25,0.1355661058932824,0.2785686802616425,0.3333333333333357,0.6589147286821699,0.8189726594863345,1,2,Stage 1,Stage 2,-0.5056001842447021,-0.11334071965650794,-65.82765,-16.883556
1,48,0.0019,0.0001,100.0,0.2048192771084132,0.3808589492042742,0.2854490209318037,1.0,0.6714975845410578,0.2727272727270247,0.1055819797182096,0.3273809523809525,0.6865671641790954,0.2647058823527004,0.1550727629270269,0.4336283185840699,0.3333333333333357,0.6201550387596875,0.6500966583816634,1,2,Stage 1,Stage 2,-0.3449434950060984,-0.10337628625412414,-35.59855,-6.430944
1,49,-0.0014,0.0005,100.0,0.3072289156626482,0.2901678657074384,0.2618163403106024,1.0,0.7053140096618336,0.257575757575978,0.1297226958628741,0.2202380952380949,0.5714285714285694,0.2352941176468448,0.183403860047477,0.3470565602154707,0.3333333333333357,0.7131782945736447,0.7671913835956943,1,2,Stage 1,Stage 2,-0.44659893251751615,-0.08654763993720901,-58.214638,-19.554523
1,50,-0.0032,-0.0001,100.0,0.4698795180722754,0.3804229343797729,0.3607359891964883,1.0,0.6553945249597319,0.2424242424240219,0.1205689670645284,0.3690476190476204,0.7761194029850884,0.3088235294117112,0.1411910413871382,0.3335898422470222,0.3333333333333357,0.550387596899224,0.7130626898646781,4,1,Stage 4,Stage 1,-0.27940827168981075,-0.09141562962723679,-33.349007,-19.873804
1,51,-0.001,0.0003,100.0,0.4819277108433653,0.3161107477654283,0.3067184334908859,1.0,0.6247987117552327,0.1818181818180164,0.1137934129049611,0.1607142857142847,0.6865671641790954,0.25,0.1776241098152553,0.4828780300115483,0.4166666666666714,0.6201550387596875,0.6502347417840397,4,2,Stage 4,Stage 2,-0.3028624881859932,-0.04286667365043284,-37.617836,-13.120189
1,52,0.0018,-0.0001,100.0,0.466867469879503,0.277523435796823,0.2248480756245783,1.0,0.5136876006441184,0.2121212121210192,0.1538185407879382,0.1309523809523831,0.7270788912580031,0.2794117647058556,0.169676953245947,0.4963447479799967,0.25,0.6666666666666643,0.6139188069594042,1,2,Stage 1,Stage 2,-0.35785014101818285,-0.06769760748692155,-52.11555,-16.564417
1,53,0.0021,-0.0001,100.0,0.4216867469879446,0.1914105079572721,0.3377785280216052,1.0,0.6940418679549083,0.2272727272729753,0.1320111280624587,0.2619047619047627,0.6972281449893529,0.2647058823527004,0.1777273196408302,0.4497883801462166,0.3333333333333357,0.5891472868217029,0.6673570836785458,1,2,Stage 1,Stage 2,-0.3425795207799984,-0.07089171069080674,-44.74134,-19.980232
1,54,-0.0002,0.0005,100.0,0.3644578313252964,0.4698059734030977,0.3198852126941247,1.0,0.6602254428341467,0.2121212121210192,0.155074934936735,0.3154761904761933,0.7995735607675982,0.2647058823527004,0.1548663432758772,0.3616775682955051,0.3333333333333357,0.6356589147286797,0.4703120684893704,4,1,Stage 4,Stage 1,-0.28494855723085966,-0.02365697152733933,-37.44637,22.079933
1,55,0.0009,-0.0,100.0,0.3614457831325239,0.3032483104425623,0.3262997974341637,1.0,0.7407407407407476,0.2121212121210192,0.1220945885309205,0.3273809523809525,0.7292110874200404,0.2058823529409892,0.1762823820827748,0.3162754905732967,0.3333333333333357,0.7131782945736447,0.6386357359845363,1,2,Stage 1,Stage 2,-0.42044600705850227,-0.050578649382756004,-55.065247,-12.407246
1,56,0.0007,-0.0002,100.0,0.3855421686747036,0.3333333333333357,0.3124577987846031,1.0,0.6650563607085331,0.1666666666669698,0.092838553351882,0.2440476190476168,0.8081023454157901,0.2352941176468448,0.1829910207451703,0.2974220854174731,0.25,0.4186046511627879,0.616680475006909,1,2,Stage 1,Stage 2,-0.38568397074181193,-0.05079604861064875,-52.364967,4.8885984
1,57,-0.0033,0.0,100.0,0.2771084337349236,0.2753433616743024,0.3467251856853472,1.0,0.5748792270531311,0.2272727272729753,0.1304406353764662,0.2619047619047627,0.6247334754797436,0.294117647058556,0.183403860047477,0.3901500577145071,0.3333333333333357,0.5426356589147296,0.6386357359845363,4,2,Stage 4,Stage 2,-0.2903105404262639,-0.08620034460307757,-37.7168,-33.54531
1,58,-0.0014,0.0001,100.0,0.2078313253011856,0.4233703945934195,0.2656988521269419,1.0,0.690821256038646,0.2878787878789808,0.1283316880552831,0.2440476190476168,0.7505330490405271,0.2352941176468448,0.1658581896996622,0.4116968064640289,0.1666666666666714,0.6124031007751931,0.5455675227837631,1,2,Stage 1,Stage 2,-0.4111988610312639,-0.07919693592356486,-53.848713,-8.099913
1,59,-0.0006,0.0002,100.0,0.3373493975903727,0.5598430346631815,0.358879135719107,1.0,0.7681159420289845,0.257575757575978,0.1271201651260867,0.2440476190476168,0.5607675906183403,0.2058823529409892,0.1489833832180807,0.4721046556367838,0.3333333333333357,0.6046511627906987,0.7597348798674446,4,2,Stage 4,Stage 2,-0.28531984137439065,-0.05274892159593301,-39.311646,27.465956
1,60,-0.001,-0.0002,100.0,0.3403614457831452,0.2552866797471154,0.3514517218095854,1.0,0.6682769726247955,0.2424242424240219,0.1344341739208516,0.3333333333333321,0.8102345415778274,0.2205882352941444,0.1700381876354626,0.2420161600615671,0.4166666666666714,0.5813953488372086,0.6804750069041674,1,2,Stage 1,Stage 2,-0.40083029625419614,-0.05287800312682793,-60.3053,-2.5686574
1,61,0.0004,0.0005,100.0,0.2680722891566347,0.2727272727272734,0.3928089128966903,1.0,0.6827697262479973,0.3181818181819835,0.1294534685452788,0.2738095238095255,0.7782515991471257,0.3088235294117112,0.1636907833625756,0.3905348210850334,0.25,0.5813953488372086,0.6484396575531619,1,2,Stage 1,Stage 2,-0.37201759371792753,-0.11312599507747326,-53.10489,-14.88735
1,62,0.0004,0.0001,100.0,0.2891566265060135,0.2299978199258774,0.2918636056718426,1.0,0.7407407407407476,0.3030303030300274,0.1430943193036,0.2559523809523831,0.7462686567164241,0.3235294117644116,0.166890287955411,0.3162754905732967,0.25,0.6899224806201545,0.5198840099420039,1,2,Stage 1,Stage 2,-0.43455827167605654,-0.10833664528150852,-58.46792,-12.920255
1,63,0.0015,0.0002,100.0,0.4186746987951721,0.4599956398517619,0.2216407832545606,1.0,0.5845410628019323,0.2424242424240219,0.1266714529300898,0.3928571428571423,0.6119402985074487,0.1911764705882888,0.1588915264733188,0.4263178145440562,0.5,0.4883720930232549,0.6205468102734031,4,1,Stage 4,Stage 1,-0.1444330296582341,-0.035827961680343356,-6.0552096,15.181866
1,64,0.0017,0.0002,100.0,0.3072289156626482,0.29365598430347,0.3014854827819029,1.0,0.6489533011272073,0.3030303030300274,0.0984474558018533,0.3571428571428612,0.6673773987206886,0.2352941176468448,0.1455774589740954,0.3143516737206582,0.25,0.6124031007751931,0.6763325048329207,1,2,Stage 1,Stage 2,-0.3691058079577627,-0.13978946418401178,-44.416477,-21.836725
1,65,-0.0,0.0005,100.0,0.322289156626482,0.298234139960762,0.3543214044564493,1.0,0.6634460547504091,0.1969696969699725,0.0999730772682454,0.422619047619051,0.6076759061833599,0.3676470588234224,0.1702962121993962,0.4451712196998869,0.3333333333333357,0.5891472868217029,0.664181165423912,4,2,Stage 4,Stage 2,-0.23200892883432264,-0.11784970491074316,-29.97664,-30.283411
1,66,-0.0007,-0.0004,100.0,0.388554216867476,0.3806409417920235,0.2915259959486818,1.0,0.6682769726247955,0.2424242424240219,0.1692542403302539,0.1726190476190474,0.6545842217483937,0.25,0.1464547424914855,0.2547133512889559,0.25,0.6279069767441854,0.5813311239988934,1,2,Stage 1,Stage 2,-0.3911335736411612,-0.06467891125759741,-44.43102,-5.823298
1,67,0.0016,-0.0004,100.0,0.3373493975903727,0.4181382166993685,0.3506076975016867,1.0,0.7181964573268829,0.3030303030300274,0.1279278470788867,0.3214285714285729,0.842217484008529,0.294117647058556,0.1761275673444089,0.2601000384763381,0.4166666666666714,0.6434108527131777,0.547914940624139,1,1,Stage 1,Stage 1,-0.3361517172499055,-0.053615620034195954,-23.645775,13.595445
1,68,-0.0018,0.0,100.0,0.3915662650602485,0.2402441683017215,0.3742403781228915,1.0,0.6747181964573201,0.3030303030300274,0.1348380148972481,0.3035714285714306,0.6460554371002161,0.2794117647058556,0.1674579419960764,0.3820700269334409,0.3333333333333357,0.6279069767441854,0.5843689588511438,4,2,Stage 4,Stage 2,-0.27642703364442406,-0.09976901704180278,-48.05142,-21.670834
1,69,-0.0022,0.0005,100.0,0.3704819277108697,0.4286025724874704,0.3205604321404465,1.0,0.7729468599033851,0.257575757575978,0.1294983397648792,0.3333333333333321,0.7526652452025644,0.3235294117644116,0.1506347404272858,0.4013081954597908,0.3333333333333357,0.6666666666666643,0.6628003314001631,1,1,Stage 1,Stage 1,-0.340047632339525,-0.07804602663936834,-36.58556,16.364159
1,70,-0.0005,0.0002,100.0,0.3042168674698757,0.2829736211031175,0.3465563808237668,1.0,0.6698872785829337,0.3181818181819835,0.1422417661312067,0.3333333333333321,0.6908315565031842,0.3529411764702672,0.1569821447001729,0.3963062716429419,0.3333333333333357,0.5581395348837184,0.7692626346313176,4,2,Stage 4,Stage 2,-0.31736829763647784,-0.1249775877145263,-33.81357,-24.65984
